fighter_url,fight_url,Sig. str,Sig. str. %,Head,Body,Leg,Distance,Clinch,Ground
http://ufcstats.com/fighter-details/8fd808923cffff82,http://ufcstats.com/fight-details/3ded9bfdfb75f39b,7 of 24,29%,4 of 20,3 of 4,0 of 0,7 of 24,0 of 0,0 of 0
http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,http://ufcstats.com/fight-details/3ded9bfdfb75f39b,27 of 56,48%,3 of 25,10 of 13,14 of 18,26 of 55,1 of 1,0 of 0
http://ufcstats.com/fighter-details/841695e02c99a521,http://ufcstats.com/fight-details/e011819e721c4a2a,29 of 54,53%,28 of 53,1 of 1,0 of 0,6 of 20,12 of 19,11 of 15
http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa,http://ufcstats.com/fight-details/e011819e721c4a2a,28 of 46,60%,5 of 18,2 of 5,21 of 23,26 of 43,2 of 3,0 of 0
http://ufcstats.com/fighter-details/5987b2458f4b5290,http://ufcstats.com/fight-details/bc6d70ab959dce70,11 of 21,52%,9 of 19,1 of 1,1 of 1,9 of 18,1 of 2,1 of 1
http://ufcstats.com/fighter-details/bbab3baf66128ae2,http://ufcstats.com/fight-details/bc6d70ab959dce70,20 of 36,55%,12 of 27,7 of 7,1 of 2,20 of 36,0 of 0,0 of 0
http://ufcstats.com/fighter-details/0f1efce7d2571d10,http://ufcstats.com/fight-details/615f7f894bafad82,5 of 19,26%,0 of 12,3 of 5,2 of 2,5 of 19,0 of 0,0 of 0
http://ufcstats.com/fighter-details/32c3ee378671a5d9,http://ufcstats.com/fight-details/615f7f894bafad82,39 of 52,75%,37 of 50,1 of 1,1 of 1,3 of 8,0 of 0,36 of 44
http://ufcstats.com/fighter-details/49d2a08964c5eb11,http://ufcstats.com/fight-details/e9dfc2f009a77a8d,20 of 42,47%,15 of 35,4 of 6,1 of 1,13 of 30,6 of 11,1 of 1
http://ufcstats.com/fighter-details/9508cc6184cb2450,http://ufcstats.com/fight-details/e9dfc2f009a77a8d,5 of 13,38%,1 of 5,1 of 3,3 of 5,5 of 13,0 of 0,0 of 0
http://ufcstats.com/fighter-details/476fe566d2df676e,http://ufcstats.com/fight-details/b6475543ab6d20c9,16 of 41,39%,11 of 36,3 of 3,2 of 2,16 of 40,0 of 0,0 of 1
http://ufcstats.com/fighter-details/09a4447655fd4b7b,http://ufcstats.com/fight-details/b6475543ab6d20c9,9 of 22,40%,4 of 16,0 of 1,5 of 5,9 of 22,0 of 0,0 of 0
http://ufcstats.com/fighter-details/13a0275fa13c4d26,http://ufcstats.com/fight-details/365e2d891b98b86d,98 of 201,48%,59 of 157,20 of 23,19 of 21,69 of 161,20 of 25,9 of 15
http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,http://ufcstats.com/fight-details/365e2d891b98b86d,93 of 221,42%,65 of 188,21 of 25,7 of 8,85 of 208,8 of 12,0 of 1
http://ufcstats.com/fighter-details/751de04455cfaac0,http://ufcstats.com/fight-details/68913a422f548ccc,38 of 134,28%,27 of 110,5 of 11,6 of 13,35 of 128,3 of 6,0 of 0
http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,http://ufcstats.com/fight-details/68913a422f548ccc,74 of 133,55%,53 of 104,5 of 9,16 of 20,74 of 133,0 of 0,0 of 0
http://ufcstats.com/fighter-details/4144798612ef96e5,http://ufcstats.com/fight-details/f5386c98fea7f5d4,7 of 15,46%,5 of 13,2 of 2,0 of 0,6 of 12,0 of 0,1 of 3
http://ufcstats.com/fighter-details/a817e238b2747404,http://ufcstats.com/fight-details/f5386c98fea7f5d4,1 of 16,6%,1 of 12,0 of 4,0 of 0,1 of 16,0 of 0,0 of 0
http://ufcstats.com/fighter-details/eb393afdbe3293d5,http://ufcstats.com/fight-details/ce1436a9b58902a7,26 of 42,61%,14 of 29,5 of 5,7 of 8,24 of 39,2 of 3,0 of 0
http://ufcstats.com/fighter-details/ff62013d2fce6d13,http://ufcstats.com/fight-details/ce1436a9b58902a7,13 of 46,28%,9 of 35,2 of 7,2 of 4,12 of 44,1 of 2,0 of 0
http://ufcstats.com/fighter-details/260e9e0d4954aea6,http://ufcstats.com/fight-details/875b249ebe45a66b,58 of 99,58%,31 of 66,6 of 8,21 of 25,53 of 93,5 of 6,0 of 0
http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,http://ufcstats.com/fight-details/875b249ebe45a66b,55 of 111,49%,26 of 72,7 of 13,22 of 26,54 of 109,0 of 0,1 of 2
http://ufcstats.com/fighter-details/36e78278a77006d4,http://ufcstats.com/fight-details/2a493f15e079a7ff,6 of 23,26%,6 of 20,0 of 3,0 of 0,6 of 23,0 of 0,0 of 0
http://ufcstats.com/fighter-details/7d6ceff6747f2de2,http://ufcstats.com/fight-details/2a493f15e079a7ff,21 of 40,52%,14 of 29,6 of 7,1 of 4,14 of 30,0 of 0,7 of 10
http://ufcstats.com/fighter-details/f0feeb2192937424,http://ufcstats.com/fight-details/f4817d5cbe9be532,86 of 158,54%,40 of 96,40 of 55,6 of 7,63 of 131,16 of 19,7 of 8
http://ufcstats.com/fighter-details/8bd4200561c77a62,http://ufcstats.com/fight-details/f4817d5cbe9be532,70 of 138,50%,41 of 101,19 of 23,10 of 14,61 of 128,9 of 10,0 of 0
http://ufcstats.com/fighter-details/83455a9d17f57dae,http://ufcstats.com/fight-details/2ae33fce63a75df9,11 of 30,36%,6 of 20,5 of 10,0 of 0,9 of 28,1 of 1,1 of 1
http://ufcstats.com/fighter-details/c051c2e12d692b8a,http://ufcstats.com/fight-details/2ae33fce63a75df9,35 of 87,40%,26 of 75,4 of 5,5 of 7,31 of 76,3 of 10,1 of 1
http://ufcstats.com/fighter-details/01641ba5df0c69b0,http://ufcstats.com/fight-details/7b9f169016746f81,35 of 72,48%,20 of 50,0 of 5,15 of 17,35 of 71,0 of 1,0 of 0
http://ufcstats.com/fighter-details/2558ae2e5671e318,http://ufcstats.com/fight-details/7b9f169016746f81,20 of 90,22%,8 of 54,2 of 13,10 of 23,20 of 90,0 of 0,0 of 0
http://ufcstats.com/fighter-details/37098a6e6c27fb66,http://ufcstats.com/fight-details/07b357090cc91c2c,40 of 86,46%,30 of 74,8 of 10,2 of 2,36 of 81,4 of 5,0 of 0
http://ufcstats.com/fighter-details/7478b7f959ba61f5,http://ufcstats.com/fight-details/07b357090cc91c2c,40 of 97,41%,29 of 81,2 of 3,9 of 13,37 of 94,3 of 3,0 of 0
http://ufcstats.com/fighter-details/1a9480fc288e55d7,http://ufcstats.com/fight-details/3b2a24db4eeaeede,1 of 2,50%,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
http://ufcstats.com/fighter-details/f5779a2303ed76ec,http://ufcstats.com/fight-details/3b2a24db4eeaeede,1 of 3,33%,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,http://ufcstats.com/fight-details/58668a0736602842,54 of 138,39%,17 of 86,9 of 18,28 of 34,51 of 134,3 of 4,0 of 0
http://ufcstats.com/fighter-details/e3964ece586e0635,http://ufcstats.com/fight-details/58668a0736602842,73 of 199,36%,54 of 176,11 of 13,8 of 10,73 of 198,0 of 1,0 of 0
http://ufcstats.com/fighter-details/0d7b51c9d2649a6e,http://ufcstats.com/fight-details/d13849f49f99bf01,147 of 314,46%,50 of 193,45 of 59,52 of 62,147 of 314,0 of 0,0 of 0
http://ufcstats.com/fighter-details/0d8011111be000b2,http://ufcstats.com/fight-details/d13849f49f99bf01,128 of 263,48%,90 of 212,29 of 41,9 of 10,128 of 263,0 of 0,0 of 0
http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,http://ufcstats.com/fight-details/03c2a836d033be8f,53 of 87,60%,32 of 56,16 of 21,5 of 10,29 of 62,11 of 11,13 of 14
http://ufcstats.com/fighter-details/b08012bbe542592a,http://ufcstats.com/fight-details/03c2a836d033be8f,12 of 36,33%,1 of 16,2 of 6,9 of 14,10 of 33,2 of 3,0 of 0
http://ufcstats.com/fighter-details/e13abac8089a801a,http://ufcstats.com/fight-details/8435f90fbd50c7a5,0 of 1,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
http://ufcstats.com/fighter-details/17923f676f100e16,http://ufcstats.com/fight-details/8435f90fbd50c7a5,8 of 9,88%,5 of 6,3 of 3,0 of 0,1 of 2,3 of 3,4 of 4
http://ufcstats.com/fighter-details/70e1f8a821b72c8b,http://ufcstats.com/fight-details/de85ef2fd4769070,106 of 209,50%,93 of 190,8 of 10,5 of 9,77 of 170,11 of 13,18 of 26
http://ufcstats.com/fighter-details/69898645d600abdb,http://ufcstats.com/fight-details/de85ef2fd4769070,89 of 141,63%,36 of 76,24 of 29,29 of 36,85 of 136,4 of 5,0 of 0
http://ufcstats.com/fighter-details/a845f0735bc67405,http://ufcstats.com/fight-details/4ce53d8a26693f06,68 of 184,36%,39 of 146,24 of 33,5 of 5,56 of 169,12 of 15,0 of 0
http://ufcstats.com/fighter-details/3920d0cc288f9b0d,http://ufcstats.com/fight-details/4ce53d8a26693f06,59 of 146,40%,17 of 92,19 of 28,23 of 26,47 of 132,11 of 13,1 of 1
http://ufcstats.com/fighter-details/a9da3158dd2c2b5a,http://ufcstats.com/fight-details/c35a53be30bfd066,34 of 48,70%,22 of 35,5 of 6,7 of 7,13 of 22,5 of 6,16 of 20
http://ufcstats.com/fighter-details/f2f140ce7532e327,http://ufcstats.com/fight-details/c35a53be30bfd066,39 of 61,63%,26 of 44,6 of 9,7 of 8,23 of 45,3 of 3,13 of 13
http://ufcstats.com/fighter-details/6c3b2525436cf5d4,http://ufcstats.com/fight-details/64641156360b1b81,69 of 175,39%,43 of 130,11 of 23,15 of 22,63 of 163,5 of 11,1 of 1
http://ufcstats.com/fighter-details/19c591115a58982c,http://ufcstats.com/fight-details/64641156360b1b81,66 of 118,55%,20 of 67,26 of 31,20 of 20,61 of 106,1 of 4,4 of 8
http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a,http://ufcstats.com/fight-details/946cae1beed2baec,103 of 181,56%,38 of 99,21 of 32,44 of 50,102 of 177,0 of 1,1 of 3
http://ufcstats.com/fighter-details/7138a15258dabf20,http://ufcstats.com/fight-details/946cae1beed2baec,31 of 64,48%,11 of 30,12 of 19,8 of 15,30 of 63,1 of 1,0 of 0
http://ufcstats.com/fighter-details/ed7d329d7c29428d,http://ufcstats.com/fight-details/c7fadbdfdc14c282,38 of 127,29%,18 of 91,12 of 27,8 of 9,35 of 122,3 of 5,0 of 0
http://ufcstats.com/fighter-details/4a6dff1b260bcf61,http://ufcstats.com/fight-details/c7fadbdfdc14c282,41 of 79,51%,18 of 53,19 of 22,4 of 4,35 of 70,5 of 7,1 of 2
http://ufcstats.com/fighter-details/a13d755965a4ec9f,http://ufcstats.com/fight-details/1f70a4516a70abf2,125 of 241,51%,108 of 220,4 of 8,13 of 13,125 of 241,0 of 0,0 of 0
http://ufcstats.com/fighter-details/aebaa8cec15b083d,http://ufcstats.com/fight-details/1f70a4516a70abf2,59 of 209,28%,47 of 194,10 of 11,2 of 4,58 of 205,1 of 4,0 of 0
http://ufcstats.com/fighter-details/f782f953bfe7b5f2,http://ufcstats.com/fight-details/8bc8bb0021337de7,85 of 192,44%,52 of 151,28 of 34,5 of 7,83 of 190,2 of 2,0 of 0
http://ufcstats.com/fighter-details/dda15dbfafb792df,http://ufcstats.com/fight-details/8bc8bb0021337de7,67 of 168,39%,32 of 112,17 of 34,18 of 22,66 of 166,1 of 2,0 of 0
http://ufcstats.com/fighter-details/17734443a833cdf7,http://ufcstats.com/fight-details/4218d1d1ce6d322c,6 of 7,85%,2 of 3,1 of 1,3 of 3,5 of 6,0 of 0,1 of 1
http://ufcstats.com/fighter-details/a72a2a769fa5a2be,http://ufcstats.com/fight-details/4218d1d1ce6d322c,0 of 1,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
http://ufcstats.com/fighter-details/1338e2c7480bdf9e,http://ufcstats.com/fight-details/85e79748b75eb30e,26 of 50,52%,9 of 28,6 of 8,11 of 14,26 of 50,0 of 0,0 of 0
http://ufcstats.com/fighter-details/881bf86d4cba8578,http://ufcstats.com/fight-details/85e79748b75eb30e,15 of 31,48%,9 of 21,0 of 3,6 of 7,10 of 25,0 of 0,5 of 6
http://ufcstats.com/fighter-details/06734ca9d88dec3a,http://ufcstats.com/fight-details/426e7a3de68117b0,38 of 87,43%,8 of 42,17 of 20,13 of 25,34 of 82,4 of 5,0 of 0
http://ufcstats.com/fighter-details/a67d071163962af8,http://ufcstats.com/fight-details/426e7a3de68117b0,43 of 75,57%,23 of 53,11 of 12,9 of 10,38 of 69,5 of 6,0 of 0
http://ufcstats.com/fighter-details/f14cf73e51b29254,http://ufcstats.com/fight-details/3c00f34f20c8a189,25 of 60,41%,21 of 55,2 of 3,2 of 2,25 of 60,0 of 0,0 of 0
http://ufcstats.com/fighter-details/2cd428e9606856fd,http://ufcstats.com/fight-details/3c00f34f20c8a189,17 of 55,30%,7 of 43,3 of 3,7 of 9,17 of 55,0 of 0,0 of 0
http://ufcstats.com/fighter-details/0fd5f4b838e890cc,http://ufcstats.com/fight-details/70b8dca3addcf4de,38 of 79,48%,18 of 54,13 of 17,7 of 8,37 of 76,1 of 3,0 of 0
http://ufcstats.com/fighter-details/18d01f7f8338ae72,http://ufcstats.com/fight-details/70b8dca3addcf4de,43 of 94,45%,24 of 63,11 of 18,8 of 13,31 of 74,2 of 5,10 of 15
http://ufcstats.com/fighter-details/1e4f273069fb9e85,http://ufcstats.com/fight-details/775788423f5eeb99,35 of 56,62%,29 of 50,5 of 5,1 of 1,20 of 33,5 of 6,10 of 17
http://ufcstats.com/fighter-details/fb3e61720be4690c,http://ufcstats.com/fight-details/775788423f5eeb99,20 of 35,57%,13 of 26,5 of 6,2 of 3,13 of 24,2 of 2,5 of 9
http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,http://ufcstats.com/fight-details/940f586104bf8bc8,32 of 92,34%,23 of 79,8 of 12,1 of 1,22 of 73,6 of 6,4 of 13
http://ufcstats.com/fighter-details/7facc9c45d792985,http://ufcstats.com/fight-details/940f586104bf8bc8,31 of 66,46%,5 of 30,16 of 21,10 of 15,14 of 44,17 of 22,0 of 0
http://ufcstats.com/fighter-details/6747ccd6d1acd266,http://ufcstats.com/fight-details/43bbaf06603b0f0c,14 of 32,43%,9 of 27,5 of 5,0 of 0,13 of 30,1 of 2,0 of 0
http://ufcstats.com/fighter-details/764d39074a352e33,http://ufcstats.com/fight-details/43bbaf06603b0f0c,19 of 34,55%,4 of 18,7 of 8,8 of 8,18 of 31,1 of 3,0 of 0
http://ufcstats.com/fighter-details/809bd1a871491508,http://ufcstats.com/fight-details/e97e71a593e4c28d,54 of 69,78%,53 of 67,1 of 2,0 of 0,8 of 18,0 of 0,46 of 51
http://ufcstats.com/fighter-details/38c626ca912c7bac,http://ufcstats.com/fight-details/e97e71a593e4c28d,4 of 13,30%,3 of 9,0 of 3,1 of 1,4 of 13,0 of 0,0 of 0
http://ufcstats.com/fighter-details/a9e260472d321361,http://ufcstats.com/fight-details/91bf33ada75d6061,56 of 105,53%,23 of 66,20 of 26,13 of 13,48 of 94,8 of 10,0 of 1
http://ufcstats.com/fighter-details/cc8c623cca88f54f,http://ufcstats.com/fight-details/91bf33ada75d6061,37 of 72,51%,23 of 53,8 of 12,6 of 7,30 of 64,7 of 8,0 of 0
http://ufcstats.com/fighter-details/fb37795db81f93f3,http://ufcstats.com/fight-details/750257171ad29a2c,46 of 66,69%,42 of 60,1 of 2,3 of 4,9 of 18,3 of 4,34 of 44
http://ufcstats.com/fighter-details/11583163f45c7b31,http://ufcstats.com/fight-details/750257171ad29a2c,34 of 52,65%,19 of 37,7 of 7,8 of 8,29 of 45,3 of 4,2 of 3
http://ufcstats.com/fighter-details/3329d692aea4dc28,http://ufcstats.com/fight-details/984ce1062186f3ce,44 of 87,50%,25 of 65,3 of 4,16 of 18,40 of 81,0 of 0,4 of 6
http://ufcstats.com/fighter-details/f41b9f5efc7162d6,http://ufcstats.com/fight-details/984ce1062186f3ce,69 of 123,56%,43 of 94,0 of 0,26 of 29,68 of 122,1 of 1,0 of 0
http://ufcstats.com/fighter-details/275aca31f61ba28c,http://ufcstats.com/fight-details/daef1691c7d6b1e4,6 of 19,31%,5 of 17,1 of 2,0 of 0,5 of 18,0 of 0,1 of 1
http://ufcstats.com/fighter-details/b6452706b373eea1,http://ufcstats.com/fight-details/daef1691c7d6b1e4,9 of 27,33%,2 of 18,3 of 5,4 of 4,9 of 27,0 of 0,0 of 0
http://ufcstats.com/fighter-details/c03520b5c88ed6b4,http://ufcstats.com/fight-details/f39941b3743bf18c,111 of 259,42%,71 of 207,30 of 37,10 of 15,88 of 219,22 of 37,1 of 3
http://ufcstats.com/fighter-details/2b6fc1c02736833d,http://ufcstats.com/fight-details/f39941b3743bf18c,104 of 237,43%,76 of 199,22 of 30,6 of 8,92 of 219,12 of 18,0 of 0
http://ufcstats.com/fighter-details/009341ed974bad72,http://ufcstats.com/fight-details/959fea398ffa5778,97 of 165,58%,73 of 132,19 of 23,5 of 10,71 of 129,10 of 13,16 of 23
http://ufcstats.com/fighter-details/5444c5a201d3ee5a,http://ufcstats.com/fight-details/959fea398ffa5778,81 of 177,45%,55 of 145,24 of 29,2 of 3,68 of 158,13 of 19,0 of 0
http://ufcstats.com/fighter-details/41e83a89929d1327,http://ufcstats.com/fight-details/54d48b33e7240452,23 of 31,74%,20 of 27,1 of 2,2 of 2,7 of 12,4 of 6,12 of 13
http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,http://ufcstats.com/fight-details/54d48b33e7240452,15 of 28,53%,14 of 27,1 of 1,0 of 0,2 of 7,0 of 0,13 of 21
http://ufcstats.com/fighter-details/3a46b268013afede,http://ufcstats.com/fight-details/69d63c057aebffaf,11 of 13,84%,10 of 12,1 of 1,0 of 0,1 of 2,1 of 1,9 of 10
http://ufcstats.com/fighter-details/d549cefc7c54ab78,http://ufcstats.com/fight-details/69d63c057aebffaf,12 of 21,57%,11 of 20,1 of 1,0 of 0,0 of 0,0 of 0,12 of 21
http://ufcstats.com/fighter-details/6e743a33d56bdaa4,http://ufcstats.com/fight-details/d14f98b24691d082,49 of 84,58%,39 of 74,7 of 7,3 of 3,37 of 67,7 of 10,5 of 7
http://ufcstats.com/fighter-details/b9f28e7045fdfce7,http://ufcstats.com/fight-details/d14f98b24691d082,62 of 85,72%,59 of 81,2 of 3,1 of 1,18 of 30,5 of 5,39 of 50
http://ufcstats.com/fighter-details/23dec7c47cb418f8,http://ufcstats.com/fight-details/938081fae11dcbbf,13 of 24,54%,13 of 22,0 of 2,0 of 0,1 of 7,1 of 1,11 of 16
http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,http://ufcstats.com/fight-details/938081fae11dcbbf,21 of 26,80%,16 of 19,3 of 4,2 of 3,3 of 6,0 of 0,18 of 20
http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,http://ufcstats.com/fight-details/a6db8eb1fb3eebf2,47 of 71,66%,39 of 63,5 of 5,3 of 3,19 of 34,11 of 11,17 of 26
http://ufcstats.com/fighter-details/07a74004d964c7f4,http://ufcstats.com/fight-details/a6db8eb1fb3eebf2,20 of 28,71%,18 of 25,2 of 3,0 of 0,13 of 21,0 of 0,7 of 7
http://ufcstats.com/fighter-details/99bd51917728c25d,http://ufcstats.com/fight-details/aa3fca085d476636,56 of 98,57%,51 of 91,3 of 5,2 of 2,19 of 47,7 of 8,30 of 43
http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,http://ufcstats.com/fight-details/aa3fca085d476636,41 of 61,67%,31 of 48,6 of 9,4 of 4,31 of 51,6 of 6,4 of 4
http://ufcstats.com/fighter-details/351c4ec637380ad5,http://ufcstats.com/fight-details/340fcdcabc49f142,53 of 112,47%,20 of 67,6 of 11,27 of 34,49 of 105,2 of 5,2 of 2
http://ufcstats.com/fighter-details/06e4245d16fc5315,http://ufcstats.com/fight-details/340fcdcabc49f142,62 of 131,47%,28 of 87,11 of 17,23 of 27,56 of 121,2 of 3,4 of 7
http://ufcstats.com/fighter-details/d8c811df0386d5e8,http://ufcstats.com/fight-details/e5e3d396a9b1c5ae,31 of 73,42%,10 of 44,8 of 9,13 of 20,28 of 70,3 of 3,0 of 0
http://ufcstats.com/fighter-details/a54660deb6a8489c,http://ufcstats.com/fight-details/e5e3d396a9b1c5ae,37 of 90,41%,20 of 65,9 of 12,8 of 13,32 of 76,4 of 7,1 of 7
http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,http://ufcstats.com/fight-details/95ba27bea09cd84e,78 of 144,54%,30 of 86,24 of 32,24 of 26,60 of 120,18 of 22,0 of 2
http://ufcstats.com/fighter-details/b6c37948cb226e8c,http://ufcstats.com/fight-details/95ba27bea09cd84e,81 of 139,58%,64 of 117,8 of 11,9 of 11,48 of 99,16 of 20,17 of 20
http://ufcstats.com/fighter-details/f00ac08ab056af5d,http://ufcstats.com/fight-details/e294a1e5723011db,42 of 75,56%,35 of 68,5 of 5,2 of 2,27 of 55,2 of 2,13 of 18
http://ufcstats.com/fighter-details/b62d5280966b2460,http://ufcstats.com/fight-details/e294a1e5723011db,42 of 69,60%,20 of 40,9 of 14,13 of 15,25 of 50,5 of 6,12 of 13
http://ufcstats.com/fighter-details/7447e9f28508106a,http://ufcstats.com/fight-details/f46308108eb9261a,27 of 46,58%,13 of 27,3 of 8,11 of 11,18 of 34,1 of 3,8 of 9
http://ufcstats.com/fighter-details/beecb672a279223e,http://ufcstats.com/fight-details/f46308108eb9261a,17 of 56,30%,10 of 44,1 of 4,6 of 8,14 of 51,0 of 0,3 of 5
http://ufcstats.com/fighter-details/6d1bffff14897645,http://ufcstats.com/fight-details/ce4fc800a7456d18,76 of 175,43%,57 of 151,8 of 11,11 of 13,72 of 165,0 of 0,4 of 10
http://ufcstats.com/fighter-details/a53d30163304aa6e,http://ufcstats.com/fight-details/ce4fc800a7456d18,73 of 196,37%,40 of 142,19 of 39,14 of 15,73 of 195,0 of 0,0 of 1
http://ufcstats.com/fighter-details/64d47ef881a437a4,http://ufcstats.com/fight-details/a2a5809ed8a01b45,20 of 29,68%,3 of 9,9 of 11,8 of 9,16 of 25,4 of 4,0 of 0
http://ufcstats.com/fighter-details/eae431e70064e046,http://ufcstats.com/fight-details/a2a5809ed8a01b45,17 of 33,51%,13 of 29,4 of 4,0 of 0,9 of 21,4 of 5,4 of 7
http://ufcstats.com/fighter-details/5442f1bc4b47eaf3,http://ufcstats.com/fight-details/aa38e39397dbea72,142 of 261,54%,107 of 204,30 of 52,5 of 5,142 of 261,0 of 0,0 of 0
http://ufcstats.com/fighter-details/9d83f6da776ff7d6,http://ufcstats.com/fight-details/aa38e39397dbea72,130 of 307,42%,91 of 266,14 of 16,25 of 25,124 of 300,4 of 5,2 of 2
http://ufcstats.com/fighter-details/5ec591b78349ba7e,http://ufcstats.com/fight-details/03c1865919daeaa4,44 of 82,53%,32 of 68,12 of 14,0 of 0,32 of 66,8 of 12,4 of 4
http://ufcstats.com/fighter-details/d3f89fa685bd8420,http://ufcstats.com/fight-details/03c1865919daeaa4,23 of 50,46%,12 of 34,9 of 11,2 of 5,17 of 43,5 of 6,1 of 1
http://ufcstats.com/fighter-details/64facb6cc564262d,http://ufcstats.com/fight-details/32cc31b76b32ade1,13 of 17,76%,12 of 16,0 of 0,1 of 1,5 of 8,0 of 0,8 of 9
http://ufcstats.com/fighter-details/681399317dbf4701,http://ufcstats.com/fight-details/32cc31b76b32ade1,2 of 3,66%,1 of 2,1 of 1,0 of 0,2 of 3,0 of 0,0 of 0
http://ufcstats.com/fighter-details/84f727cf0166d6f2,http://ufcstats.com/fight-details/8a3281b0d7c168af,8 of 14,57%,3 of 8,3 of 4,2 of 2,7 of 11,0 of 2,1 of 1
http://ufcstats.com/fighter-details/53c10176e3bc7416,http://ufcstats.com/fight-details/8a3281b0d7c168af,2 of 7,28%,2 of 7,0 of 0,0 of 0,2 of 7,0 of 0,0 of 0
http://ufcstats.com/fighter-details/9384e71bca6c409d,http://ufcstats.com/fight-details/8d68863242695224,29 of 54,53%,20 of 41,5 of 7,4 of 6,17 of 37,1 of 1,11 of 16
http://ufcstats.com/fighter-details/260bd4cef10b033f,http://ufcstats.com/fight-details/8d68863242695224,6 of 15,40%,2 of 8,1 of 2,3 of 5,6 of 15,0 of 0,0 of 0
http://ufcstats.com/fighter-details/d945aae53e3e54e6,http://ufcstats.com/fight-details/54fa6e32330a8cca,55 of 94,58%,36 of 65,2 of 4,17 of 25,22 of 51,0 of 0,33 of 43
http://ufcstats.com/fighter-details/cfc3e7bb44685289,http://ufcstats.com/fight-details/54fa6e32330a8cca,59 of 95,62%,24 of 57,7 of 9,28 of 29,58 of 94,0 of 0,1 of 1
http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0,http://ufcstats.com/fight-details/58eda5a58a89f739,7 of 14,50%,6 of 12,1 of 1,0 of 1,6 of 13,1 of 1,0 of 0
http://ufcstats.com/fighter-details/85497ffd934ecf7e,http://ufcstats.com/fight-details/58eda5a58a89f739,12 of 23,52%,8 of 17,2 of 3,2 of 3,11 of 21,0 of 0,1 of 2
http://ufcstats.com/fighter-details/e4faa79383c9f214,http://ufcstats.com/fight-details/b33e3a6d15700bb1,95 of 226,42%,77 of 199,18 of 26,0 of 1,87 of 213,8 of 13,0 of 0
http://ufcstats.com/fighter-details/fc0a4053eb8a3a59,http://ufcstats.com/fight-details/b33e3a6d15700bb1,67 of 166,40%,36 of 120,22 of 35,9 of 11,63 of 156,3 of 5,1 of 5
http://ufcstats.com/fighter-details/6e344b71421103da,http://ufcstats.com/fight-details/817cd15077a9419e,31 of 67,46%,9 of 40,10 of 13,12 of 14,24 of 54,7 of 13,0 of 0
http://ufcstats.com/fighter-details/0abcf6bc47191219,http://ufcstats.com/fight-details/817cd15077a9419e,33 of 70,47%,21 of 48,10 of 13,2 of 9,8 of 39,22 of 26,3 of 5
http://ufcstats.com/fighter-details/745fa7b605f8e2da,http://ufcstats.com/fight-details/f01851055b8309e0,15 of 32,46%,13 of 30,1 of 1,1 of 1,2 of 7,2 of 2,11 of 23
http://ufcstats.com/fighter-details/6c9b66b43663f2f7,http://ufcstats.com/fight-details/f01851055b8309e0,1 of 3,33%,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,http://ufcstats.com/fight-details/192619174bd1ad77,35 of 88,39%,29 of 81,5 of 6,1 of 1,26 of 65,1 of 2,8 of 21
http://ufcstats.com/fighter-details/af65aa688d13eedf,http://ufcstats.com/fight-details/192619174bd1ad77,28 of 68,41%,24 of 60,1 of 4,3 of 4,26 of 65,0 of 0,2 of 3
http://ufcstats.com/fighter-details/dc9572dd6ec74859,http://ufcstats.com/fight-details/00c6a2ef07ca51da,37 of 124,29%,26 of 108,8 of 11,3 of 5,33 of 120,0 of 0,4 of 4
http://ufcstats.com/fighter-details/b9437600497350f3,http://ufcstats.com/fight-details/00c6a2ef07ca51da,75 of 151,49%,59 of 131,13 of 17,3 of 3,65 of 135,6 of 8,4 of 8
http://ufcstats.com/fighter-details/d247691a6c0e9034,http://ufcstats.com/fight-details/7521015554088962,99 of 158,62%,74 of 127,13 of 18,12 of 13,95 of 154,4 of 4,0 of 0
http://ufcstats.com/fighter-details/aa171d55d4b5208f,http://ufcstats.com/fight-details/7521015554088962,97 of 237,40%,65 of 188,20 of 32,12 of 17,91 of 222,6 of 15,0 of 0
