fighter_name,fighter_url,height,weight,reach,stance,dob,record,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988",15-4-0,3.41,41%,3.72,,0.99,39%,26%,0.8
Nathaniel Wood,http://ufcstats.com/fighter-details/329e403448756217,"5' 6""",145 lbs.,"69""",Orthodox,"May 08, 1993",21-6-0,5.66,51%,3.89,,1.41,48%,72%,0.6
Steve Erceg,http://ufcstats.com/fighter-details/32ab52e5de93092d,"5' 8""",125 lbs.,"68""",Orthodox,"Jul 27, 1995",13-4-0,4.00,45%,3.79,,1.15,27%,62%,0.4
Austin Vanderford,http://ufcstats.com/fighter-details/32c3ee378671a5d9,"5' 11""",170 lbs.,"74""",Orthodox,"Mar 21, 1990",13-2-0,4.08,63%,2.66,,1.77,25%,100%,1.8
Quang Le,http://ufcstats.com/fighter-details/32feae6d9a1e5047,"5' 6""",135 lbs.,"70""",Orthodox,"Oct 18, 1991",9-2-0,2.70,37%,4.53,,3.15,35%,100%,0.5
Hamdy Abdelwahab,http://ufcstats.com/fighter-details/3329d692aea4dc28,"6' 2""",264 lbs.,"72""",Southpaw,"Jan 22, 1993",6-1-0 (1 NC),3.49,49%,4.49,,1.33,66%,100%,0.0
Aleksandar Rakic,http://ufcstats.com/fighter-details/333b9e5c723ac873,"6' 4""",205 lbs.,"78""",Orthodox,"Feb 06, 1992",14-5-0,4.16,50%,2.91,,0.66,23%,85%,0.1
Cory McKenna,http://ufcstats.com/fighter-details/3351aa64aa83c4d9,"5' 3""",115 lbs.,"58""",Orthodox,"Jul 11, 1999",8-4-0,2.94,38%,3.68,,2.00,47%,75%,0.4
Kevin Borjas,http://ufcstats.com/fighter-details/34b96d52db1d26e6,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 06, 1997",10-4-0,4.19,44%,5.74,,0.00,0%,71%,0.0
Manon Fiorot,http://ufcstats.com/fighter-details/34ff304266360297,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",12-2-0,5.58,41%,3.59,,1.06,29%,87%,0.0
Karol Rosa,http://ufcstats.com/fighter-details/351c4ec637380ad5,"5' 5""",135 lbs.,"67""",Orthodox,"Dec 30, 1994",19-7-0,5.88,56%,4.59,,1.17,48%,70%,0.2
Bo Nickal,http://ufcstats.com/fighter-details/35673bf5204524ee,"6' 1""",185 lbs.,"76""",Southpaw,"Jan 14, 1996",7-1-0,2.36,59%,2.11,,3.34,53%,100%,2.9
Daniel Pineda,http://ufcstats.com/fighter-details/361d49960a196976,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985",28-17-0 (3 NC),2.85,49%,3.26,,1.42,24%,54%,1.5
Viviane Araujo,http://ufcstats.com/fighter-details/36541f1e6c5d4955,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 21, 1986",13-7-0,3.84,47%,4.83,,1.72,43%,75%,0.6
Armen Petrosyan,http://ufcstats.com/fighter-details/369ea36e450ae62a,"6' 3""",185 lbs.,"71""",Orthodox,"Nov 03, 1990",9-5-0,5.84,53%,3.31,,0.17,33%,41%,0.0
Abus Magomedov,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,"6' 2""",185 lbs.,"78""",Orthodox,"Sep 02, 1990",28-6-1,3.21,48%,3.68,,2.65,57%,100%,0.2
Connor Matthews,http://ufcstats.com/fighter-details/36e78278a77006d4,"5' 8""",145 lbs.,"71""",Switch,"May 31, 1992",7-4-0,4.82,43%,6.06,,3.24,55%,46%,0.7
Vince Morales,http://ufcstats.com/fighter-details/37098a6e6c27fb66,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 12, 1990",16-10-0,3.57,37%,4.00,,0.59,40%,58%,0.5
Mohammad Yahya,http://ufcstats.com/fighter-details/3753714927f18437,"5' 9""",145 lbs.,"73""",Switch,"May 23, 1994",12-6-0,3.50,39%,6.39,,0.50,20%,42%,0.5
Roosevelt Roberts,http://ufcstats.com/fighter-details/37c5366d18ed6c05,"6' 2""",155 lbs.,"73""",Orthodox,"Feb 11, 1994",12-6-0 (1 NC),2.84,43%,3.10,,1.18,26%,50%,0.7
Nikolas Motta,http://ufcstats.com/fighter-details/37f560436d745c18,"5' 9""",155 lbs.,"70""",Orthodox,"Feb 08, 1993",15-6-0 (1 NC),4.13,38%,5.28,,0.00,0%,83%,0.0
Ivana Petrovic,http://ufcstats.com/fighter-details/38c5817ade8a8014,"5' 8""",125 lbs.,"70""",Southpaw,"Jun 11, 1994",7-3-0,1.91,41%,2.05,,2.12,38%,61%,0.8
Damir Hadzovic,http://ufcstats.com/fighter-details/38c626ca912c7bac,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",14-8-0,3.34,47%,3.74,,0.91,54%,34%,0.1
Gillian Robertson,http://ufcstats.com/fighter-details/38c7f72747f4f712,"5' 5""",115 lbs.,"63""",Orthodox,"May 17, 1995",16-8-0,2.86,48%,2.86,,2.74,40%,41%,0.9
Francisco Prado,http://ufcstats.com/fighter-details/3920d0cc288f9b0d,"5' 10""",170 lbs.,"69""",Orthodox,"Jun 16, 2002",12-4-0,4.09,43%,4.95,,0.94,19%,50%,0.5
Lerone Murphy,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",17-0-1,4.48,53%,2.51,,1.41,54%,51%,0.5
Tom Aspinall,http://ufcstats.com/fighter-details/399afbabc02376b5,"6' 5""",256 lbs.,"78""",Orthodox,"Apr 11, 1993",15-3-0,8.07,67%,2.89,,3.27,100%,100%,1.6
Mario Pinto,http://ufcstats.com/fighter-details/39d309957c5c210d,"6' 5""",265 lbs.,"79""",Orthodox,"Mar 14, 1998",10-0-0,3.67,71%,5.29,,0.00,0%,100%,0.0
Kevin Holland,http://ufcstats.com/fighter-details/3a46b268013afede,"6' 3""",170 lbs.,"81""",Orthodox,"Nov 05, 1992",28-14-0 (1 NC),4.30,50%,3.22,,0.82,38%,55%,0.6
Chris Weidman,http://ufcstats.com/fighter-details/3a8176e15b9887c1,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",16-8-0,3.11,45%,3.37,,3.27,42%,72%,0.8
Azamat Bekoev,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,"6' 0""",185 lbs.,"72""",Orthodox,"Dec 30, 1995",20-3-0,7.59,61%,4.48,,2.59,33%,100%,0.0
DongHun Choi,http://ufcstats.com/fighter-details/3be16d817b36098b,"5' 5""",125 lbs.,"66""",Switch,"Jan 02, 1999",9-0-0,4.54,66%,3.13,,0.46,14%,81%,0.0
Hailey Cowan,http://ufcstats.com/fighter-details/3c26c420584d912d,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 12, 1992",7-4-0,2.50,42%,2.79,,1.63,36%,80%,0.0
Cameron Saaiman,http://ufcstats.com/fighter-details/3c8a5200436e19f3,"5' 8""",135 lbs.,"67""",Southpaw,"Dec 20, 2000",9-3-0,5.30,46%,4.14,,0.89,28%,47%,0.7
Sumudaerji,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",18-7-0,4.48,52%,2.39,,0.16,11%,71%,0.6
Lucie Pudilova,http://ufcstats.com/fighter-details/3cf66c62d9069f43,"5' 8""",125 lbs.,"67""",Orthodox,"Jun 13, 1994",14-10-0,3.60,37%,4.07,,0.70,31%,67%,0.6
Ramiz Brahimaj,http://ufcstats.com/fighter-details/3d074044a33825e7,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992",12-5-0,2.14,45%,3.81,,1.99,41%,47%,1.7
Amanda Lemos,http://ufcstats.com/fighter-details/3df5493bb279226f,"5' 4""",115 lbs.,"65""",Southpaw,"May 22, 1987",15-4-1,2.89,54%,3.46,,1.14,62%,59%,0.7
Tuco Tokkos,http://ufcstats.com/fighter-details/3e8118c1ab52f211,"6' 4""",205 lbs.,"76""",Orthodox,"Jun 30, 1990",11-5-0,2.12,40%,4.27,,4.21,47%,33%,0.5
Jackson McVey,http://ufcstats.com/fighter-details/3eeec2f53cebdf12,"6' 4""",185 lbs.,"77""",Southpaw,"Mar 25, 1999",6-1-0,1.12,26%,1.95,,0.00,0%,0%,0.0
Yizha,http://ufcstats.com/fighter-details/3f11fd1751fa83b1,"5' 7""",145 lbs.,"71""",Orthodox,"Jan 08, 1997",26-5-0,2.97,45%,2.81,,3.51,30%,54%,1.1
Melissa Martinez,http://ufcstats.com/fighter-details/3f4c3bc822bea45d,"5' 2""",115 lbs.,"66""",Southpaw,"Aug 18, 1997",8-2-0,3.78,47%,5.21,,0.35,50%,50%,0.0
Rolando Bedoya,http://ufcstats.com/fighter-details/40a456a25d52ee65,"5' 11""",155 lbs.,"74""",Orthodox,"Jan 13, 1997",14-4-0,7.29,49%,6.38,,0.00,0%,33%,0.0
Yazmin Jauregui,http://ufcstats.com/fighter-details/40cb680ae1cd331f,"5' 3""",115 lbs.,"64""",Orthodox,"Feb 28, 1999",11-2-0,6.64,39%,5.25,,0.00,0%,100%,0.0
Themba Gorimbo,http://ufcstats.com/fighter-details/40f3cb27fc7305a1,"6' 1""",170 lbs.,"77""",Orthodox,"Jan 23, 1991",14-5-0,3.15,61%,1.09,,4.81,65%,82%,0.6
Caio Borralho,http://ufcstats.com/fighter-details/4126a78111c0855a,"6' 1""",185 lbs.,"75""",Southpaw,"Jan 16, 1993",17-2-0 (1 NC),3.44,56%,2.50,,1.28,48%,76%,0.4
Edmen Shahbazyan,http://ufcstats.com/fighter-details/4144798612ef96e5,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1997",15-5-0,3.74,48%,3.62,,1.69,37%,66%,0.4
Daniel Zellhuber,http://ufcstats.com/fighter-details/4148802ae4a50768,"6' 1""",155 lbs.,"77""",Switch,"Jul 07, 1999",15-3-0,5.83,39%,5.91,,0.15,25%,94%,0.1
Hyder Amil,http://ufcstats.com/fighter-details/41cc71cbf210e0fe,"5' 9""",145 lbs.,"70""",Switch,"May 28, 1990",11-1-0,6.84,57%,4.18,,0.77,20%,81%,1.2
Jailton Almeida,http://ufcstats.com/fighter-details/41e83a89929d1327,"6' 3""",205 lbs.,"79""",Orthodox,"Jun 26, 1991",22-3-0,2.62,65%,0.89,,6.58,60%,60%,2.4
Caolan Loughran,http://ufcstats.com/fighter-details/42ac4020cba261ad,"5' 6""",135 lbs.,"68""",Orthodox,"May 18, 1996",10-2-0,4.73,42%,5.20,,3.00,34%,87%,0.0
Ian Machado Garry,http://ufcstats.com/fighter-details/442c9011034ae1fd,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997",16-1-0,4.77,54%,2.77,,1.02,33%,73%,0.4
Tatsuro Taira,http://ufcstats.com/fighter-details/4461d7e47375a895,"5' 7""",125 lbs.,"70""",Orthodox,"Jan 27, 2000",17-1-0,2.87,60%,2.54,,3.21,48%,45%,1.7
Muslim Salikhov,http://ufcstats.com/fighter-details/447f9858ae78f921,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",22-5-0,3.39,49%,2.92,,1.08,32%,72%,0.0
John Yannis,http://ufcstats.com/fighter-details/450bcab0968562c4,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 07, 1994",9-4-0,0.00,0%,0.55,,0.00,0%,0%,0.0
Chris Gutierrez,http://ufcstats.com/fighter-details/45f0cc9d18f35137,"5' 9""",135 lbs.,"67""",Orthodox,"Apr 22, 1991",22-6-2,4.59,58%,2.65,,0.24,25%,70%,0.1
Sean Brady,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",18-1-0,4.00,55%,2.94,,3.62,54%,86%,0.9
Sean Woodson,http://ufcstats.com/fighter-details/4682bc59d5f55145,"6' 2""",145 lbs.,"78""",Orthodox,"Jun 07, 1992",13-2-1,5.57,46%,4.18,,0.58,55%,84%,0.3
Miles Johns,http://ufcstats.com/fighter-details/46e0d677f91bacc0,"5' 7""",135 lbs.,"68""",Orthodox,"Mar 30, 1994",15-4-0 (1 NC),3.38,44%,2.99,,1.29,26%,83%,0.0
Oumar Sy,http://ufcstats.com/fighter-details/46e2011d92463b7e,"6' 4""",205 lbs.,"83""",Orthodox,"Nov 21, 1995",12-1-0,3.67,48%,1.72,,2.73,36%,100%,0.4
Kiefer Crosbie,http://ufcstats.com/fighter-details/4729c93ba705a3bf,"5' 11""",170 lbs.,"70""",Switch,"Apr 05, 1990",10-6-0,4.46,64%,5.80,,0.00,0%,40%,0.0
Modestas Bukauskas,http://ufcstats.com/fighter-details/476fe566d2df676e,"6' 3""",205 lbs.,"76""",Switch,"Feb 10, 1994",19-6-0,3.32,43%,3.93,,0.30,66%,80%,0.1
Veronica Hardy,http://ufcstats.com/fighter-details/4798e823ada58fe9,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",9-5-1,3.12,45%,3.48,,0.93,41%,55%,0.3
Rose Namajunas,http://ufcstats.com/fighter-details/47b63240018d5d86,"5' 5""",125 lbs.,"65""",Orthodox,"Jun 29, 1992",15-7-0,3.60,41%,3.38,,1.49,50%,62%,0.4
Mairon Santos,http://ufcstats.com/fighter-details/480779d7f9a424d3,"5' 7""",155 lbs.,"72""",Orthodox,"Jun 10, 2000",17-1-0,3.53,46%,2.38,,0.00,0%,50%,0.0
Elves Brener,http://ufcstats.com/fighter-details/48a9a128784d53d1,"5' 10""",155 lbs.,"72""",Orthodox,"Sep 27, 1997",16-6-0,4.76,47%,5.86,,0.99,16%,76%,0.0
Nursulton Ruziboev,http://ufcstats.com/fighter-details/49d2a08964c5eb11,"6' 5""",185 lbs.,"76""",Orthodox,"Nov 19, 1993",36-9-2 (2 NC),2.59,46%,2.89,,0.75,66%,33%,0.0
Brendson Ribeiro,http://ufcstats.com/fighter-details/49edd0d90f60fb7d,"6' 3""",205 lbs.,"81""",Orthodox,"Sep 08, 1996",17-9-0 (1 NC),3.06,42%,4.00,,0.90,42%,18%,0.6
Seokhyeon Ko,http://ufcstats.com/fighter-details/4a07b1988477502c,"5' 10""",170 lbs.,"71""",Southpaw,"Sep 24, 1993",12-2-0,2.90,52%,2.00,,4.00,53%,75%,0.5
Stephen Thompson,http://ufcstats.com/fighter-details/4a28cb716c19157a,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",17-9-1,4.05,46%,3.00,,0.23,35%,63%,0.0
Aleksandre Topuria,http://ufcstats.com/fighter-details/4a6dff1b260bcf61,"5' 7""",135 lbs.,"68""",Orthodox,"Jan 28, 1996",6-1-0,2.73,51%,2.53,,1.00,50%,100%,0.0
Matthew Semelsberger,http://ufcstats.com/fighter-details/4aa58269d0664b5b,"6' 1""",170 lbs.,"75""",Switch,"Nov 23, 1992",11-8-0,3.77,42%,4.24,,1.01,57%,45%,0.4
Tim Means,http://ufcstats.com/fighter-details/4b47e71384a9522f,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",33-17-1 (1 NC),5.04,49%,3.65,,1.14,40%,64%,0.2
Michael Chandler,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,"5' 8""",155 lbs.,"71""",Orthodox,"Apr 24, 1986",23-10-0,4.04,49%,4.52,,1.96,41%,61%,0.6
Bolaji Oki,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 15, 1995",10-3-0,6.59,44%,5.15,,1.01,60%,66%,0.0
Jai Herbert,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,"6' 1""",155 lbs.,"77""",Orthodox,"May 13, 1988",13-6-1,3.07,40%,3.26,,0.43,21%,66%,0.0
Jalin Turner,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",14-9-0,5.53,48%,4.55,,0.77,55%,75%,1.1
Loma Lookboonmee,http://ufcstats.com/fighter-details/4e30e4250cb08b61,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",10-3-0,3.87,56%,2.47,,2.03,51%,73%,0.1
Sedriques Dumas,http://ufcstats.com/fighter-details/4e6738062d469256,"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995",10-3-0,2.10,45%,2.50,,1.25,35%,40%,0.2
Herbert Burns,http://ufcstats.com/fighter-details/4f140403000158b5,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",11-6-0,1.86,36%,5.17,,2.94,34%,66%,1.8
Tamires Vidal,http://ufcstats.com/fighter-details/4f3064faf17aa711,"5' 6""",135 lbs.,"68""",Orthodox,"Jul 27, 1998",7-4-0,2.91,53%,4.46,,0.00,0%,35%,0.7
Luana Santos,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 16, 2000",9-2-0,3.69,52%,3.40,,1.91,50%,83%,1.3
Ovince Saint Preux,http://ufcstats.com/fighter-details/50db8711c70196cd,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",27-18-0,3.03,47%,3.33,,1.09,36%,67%,0.5
Molly McCann,http://ufcstats.com/fighter-details/51018a31ddf31eb2,"5' 4""",115 lbs.,"62""",Orthodox,"May 04, 1990",14-8-0,5.28,49%,4.65,,1.78,36%,38%,0.5
Michael Johnson,http://ufcstats.com/fighter-details/511e82663651438d,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",25-19-0,4.28,39%,3.79,,0.58,38%,81%,0.0
Drew Dober,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988",27-15-0 (1 NC),4.36,40%,4.33,,0.66,17%,56%,0.1
Court McGee,http://ufcstats.com/fighter-details/523fa774700d7d3f,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",23-14-0,4.50,36%,3.65,,1.78,24%,70%,0.5
Luana Carolina,http://ufcstats.com/fighter-details/528b071cf3da7c56,"5' 6""",135 lbs.,"69""",Orthodox,"Jun 11, 1993",11-4-0,4.81,50%,3.54,,0.34,37%,74%,0.6
Youssef Zalal,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,"5' 10""",145 lbs.,"72""",Switch,"Sep 04, 1996",17-5-1,3.07,50%,1.80,,2.09,30%,59%,1.3
Jean Silva,http://ufcstats.com/fighter-details/52ef95b5860fb28c,"5' 7""",145 lbs.,"69""",Orthodox,"Dec 27, 1996",16-2-0,4.87,52%,4.13,,0.60,50%,86%,0.9
Felipe Bunes,http://ufcstats.com/fighter-details/53c10176e3bc7416,"5' 7""",125 lbs.,"69""",Orthodox,"Oct 29, 1989",14-8-0,2.93,50%,4.66,,1.13,22%,40%,2.3
Chris Curtis,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3,"5' 10""",170 lbs.,"75""",Orthodox,"Jul 15, 1987",32-12-0 (1 NC),5.98,50%,6.19,,0.00,0%,82%,0.0
Jamahal Hill,http://ufcstats.com/fighter-details/5444c5a201d3ee5a,"6' 4""",205 lbs.,"79""",Southpaw,"May 19, 1991",12-4-0 (1 NC),6.19,51%,4.03,,0.00,0%,73%,0.0
Alexia Thainara,http://ufcstats.com/fighter-details/545092d13c67aa49,"5' 4""",115 lbs.,"67""",Orthodox,"Nov 20, 1995",12-1-0,5.73,40%,2.82,,3.07,100%,0%,2.3
Ilia Topuria,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 21, 1997",17-0-0,4.81,48%,3.83,,1.96,61%,93%,1.1
Aaron Pico,http://ufcstats.com/fighter-details/5537efc6e496dd84,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 23, 1996",13-5-0,3.88,44%,2.39,,8.96,66%,0%,0.0
Jeka Saragih,http://ufcstats.com/fighter-details/57186c150c645200,"5' 8""",145 lbs.,"69""",Orthodox,"Jan 01, 1995",14-5-0,2.75,50%,2.82,,2.17,80%,66%,0.5
Irene Aldana,http://ufcstats.com/fighter-details/578ef12674df1e6a,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988",15-8-0,5.19,39%,6.64,,0.15,50%,77%,0.2
Nate Landwehr,http://ufcstats.com/fighter-details/583ee11abddfc581,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",18-7-0,5.63,45%,5.83,,0.76,41%,71%,0.8
Joel Alvarez,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1993",22-3-0,4.51,53%,3.32,,0.00,0%,40%,1.2
Michel Pereira,http://ufcstats.com/fighter-details/595db60957de51d3,"6' 1""",185 lbs.,"73""",Orthodox,"Oct 06, 1993",31-14-0 (2 NC),4.49,52%,4.35,,1.13,52%,76%,0.7
Ricky Simon,http://ufcstats.com/fighter-details/5987b2458f4b5290,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",22-6-0,2.93,44%,3.72,,5.01,43%,75%,0.3
Morgan Charriere,http://ufcstats.com/fighter-details/5b03b61f9d90125e,"5' 8""",145 lbs.,"69""",Orthodox,"Oct 26, 1995",21-11-1,4.08,50%,4.54,,2.11,46%,83%,0.3
Ludovit Klein,http://ufcstats.com/fighter-details/5b86d491d63890c5,"5' 7""",155 lbs.,"72""",Southpaw,"Feb 22, 1995",23-5-1,3.57,52%,3.34,,1.52,51%,76%,0.0
Jamey-Lyn Horth,http://ufcstats.com/fighter-details/5c637af9472ae7cc,"5' 7""",125 lbs.,"66""",Orthodox,"Mar 30, 1990",8-2-0,3.52,54%,2.55,,1.20,42%,76%,0.2
Cameron Smotherman,http://ufcstats.com/fighter-details/5c84f673b7bb7c15,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 17, 1997",12-6-0,4.07,37%,3.52,,0.00,0%,62%,0.0
Felipe dos Santos,http://ufcstats.com/fighter-details/5cdf5339728f580d,"5' 7""",125 lbs.,"70""",Orthodox,"Sep 11, 2000",8-3-0 (1 NC),3.75,39%,3.80,,0.00,0%,20%,0.5
Manel Kape,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,"5' 5""",125 lbs.,"68""",Southpaw,"Nov 14, 1993",21-7-0,5.04,55%,4.05,,0.42,30%,81%,0.3
Francis Marshall,http://ufcstats.com/fighter-details/5d495dec23d7c68e,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 03, 1999",8-3-0,3.46,33%,4.10,,2.75,44%,66%,0.4
Gabe Green,http://ufcstats.com/fighter-details/5eb50529a8418b77,"5' 10""",155 lbs.,"73""",Switch,"May 02, 1993",12-5-0,5.60,45%,6.19,,0.71,50%,50%,0.5
Christian Rodriguez,http://ufcstats.com/fighter-details/5ec591b78349ba7e,"5' 7""",145 lbs.,"71""",Orthodox,"Dec 17, 1997",12-4-0,3.85,50%,2.85,,1.75,40%,67%,1.1
Edgar Chairez,http://ufcstats.com/fighter-details/5ef94841c4bc3f86,"5' 7""",125 lbs.,"71""",Orthodox,"Jan 27, 1996",12-6-0 (1 NC),3.44,44%,5.08,,0.00,0%,33%,1.7
Andre Petroski,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,"6' 0""",185 lbs.,"73""",Switch,"Jun 12, 1991",13-5-0,2.82,49%,2.75,,3.21,51%,86%,1.3
John Castaneda,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,"5' 6""",135 lbs.,"71""",Switch,"Dec 18, 1991",21-8-0,4.42,50%,4.94,,1.68,37%,73%,0.1
Kyler Phillips,http://ufcstats.com/fighter-details/60425d07ef4b91a7,"5' 8""",135 lbs.,"72""",Orthodox,"Jun 12, 1995",12-4-0,5.04,42%,3.83,,2.31,45%,75%,0.4
Jake Hadley,http://ufcstats.com/fighter-details/60a42bf82447c919,"5' 7""",135 lbs.,"70""",Southpaw,"Aug 03, 1996",11-4-0,3.80,43%,4.16,,0.33,11%,54%,1.1
Marcin Prachnio,http://ufcstats.com/fighter-details/6370c1c1e12723d5,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 14, 1988",17-9-0,5.52,54%,3.15,,0.14,20%,53%,0.0
Zygimantas Ramaska,http://ufcstats.com/fighter-details/641ca2c2ed91b93c,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 27, 1996",9-3-0,0.96,60%,2.25,,0.00,0%,33%,2.4
Edson Barboza,http://ufcstats.com/fighter-details/64a50dad704d1d49,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",24-13-0,4.14,44%,4.60,,0.43,50%,73%,0.1
Ivan Erslan,http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,"6' 2""",205 lbs.,"72""",Orthodox,"Nov 15, 1991",14-5-0 (1 NC),2.50,44%,5.17,,0.50,20%,64%,0.0
Eric Nolan,http://ufcstats.com/fighter-details/64b12fe31be7560c,"6' 2""",185 lbs.,"74""",Orthodox,"Sep 13, 1997",8-4-0,3.14,39%,5.13,,0.00,0%,71%,0.0
Cesar Almeida,http://ufcstats.com/fighter-details/64d47ef881a437a4,"6' 1""",185 lbs.,"74""",Orthodox,"Mar 28, 1988",7-1-0,4.16,58%,2.32,,0.00,0%,60%,0.3
Punahele Soriano,http://ufcstats.com/fighter-details/64facb6cc564262d,"5' 11""",170 lbs.,"72""",Southpaw,"Nov 22, 1992",11-4-0,5.00,53%,3.88,,1.47,56%,37%,0.0
Ariane da Silva,http://ufcstats.com/fighter-details/6551c64fbcd1a467,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",17-11-0,4.05,41%,4.40,,0.47,38%,68%,0.3
Jafel Filho,http://ufcstats.com/fighter-details/65adf3856c4d9256,"5' 7""",125 lbs.,"68""",Orthodox,"May 05, 1993",16-4-0,1.92,41%,1.63,,2.45,42%,66%,2.1
Cory Sandhagen,http://ufcstats.com/fighter-details/65f09bacd3957381,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",18-5-0,5.06,45%,3.34,,1.28,34%,63%,0.3
Erin Blanchfield,http://ufcstats.com/fighter-details/669970f7feba8ecd,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",13-2-0,5.24,44%,4.21,,1.86,31%,80%,0.8
Shamil Gaziev,http://ufcstats.com/fighter-details/6747ccd6d1acd266,"6' 4""",265 lbs.,"78""",Orthodox,"Feb 10, 1990",14-1-0,2.57,48%,3.87,,0.96,30%,83%,0.3
Josh Culibao,http://ufcstats.com/fighter-details/6751eacd16bd59bc,"5' 10""",145 lbs.,"73""",Orthodox,"May 24, 1994",11-4-1,3.41,44%,3.04,,0.00,0%,65%,0.3
Matt Schnell,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",17-9-0 (1 NC),4.13,40%,4.17,,0.49,40%,43%,1.2
Uros Medic,http://ufcstats.com/fighter-details/681399317dbf4701,"6' 1""",170 lbs.,"71""",Southpaw,"Apr 25, 1993",11-3-0,5.47,60%,3.50,,0.36,50%,55%,0.0
Charalampos Grigoriou,http://ufcstats.com/fighter-details/68b8ebdfce9dbb61,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 31, 1992",8-5-0,2.62,48%,3.97,,2.62,80%,90%,0.0
Josiane Nunes,http://ufcstats.com/fighter-details/68d35296f566792b,"5' 2""",135 lbs.,"67""",Southpaw,"Dec 23, 1993",10-4-0,5.65,43%,5.76,,0.00,0%,58%,0.0
Tracy Cortez,http://ufcstats.com/fighter-details/68d4a891e5cf2029,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 10, 1993",12-2-0,3.79,49%,2.84,,2.19,47%,62%,0.3
