fighter_url,fight_url,referee,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Rev.,Ctrl
http://ufcstats.com/fighter-details/814e5233e2acf2ee,http://ufcstats.com/fight-details/503d7342cc08109f,Mark Smith,1,65 of 150,43%,84 of 177,2 of 6,33%,0,0,2:58
http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,http://ufcstats.com/fight-details/503d7342cc08109f,Mark Smith,0,75 of 144,52%,78 of 149,0 of 3,0%,2,1,0:50
http://ufcstats.com/fighter-details/60a42bf82447c919,http://ufcstats.com/fight-details/a2f46e94aa6b0c64,Chris Tognoni,0,60 of 165,36%,70 of 176,1 of 2,50%,0,0,1:53
http://ufcstats.com/fighter-details/5c84f673b7bb7c15,http://ufcstats.com/fight-details/a2f46e94aa6b0c64,Chris Tognoni,0,96 of 259,37%,97 of 260,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/92a9aa9c93192871,http://ufcstats.com/fight-details/0599f35e6679de02,Herb Dean,0,39 of 88,44%,102 of 170,3 of 12,25%,0,1,6:33
http://ufcstats.com/fighter-details/361d49960a196976,http://ufcstats.com/fight-details/0599f35e6679de02,Herb Dean,0,31 of 53,58%,61 of 85,0 of 0,---,2,1,3:02
http://ufcstats.com/fighter-details/1a31ef98efce7a79,http://ufcstats.com/fight-details/c61923255389e67c,Keith Peterson,0,16 of 42,38%,38 of 68,0 of 1,0%,1,0,0:00
http://ufcstats.com/fighter-details/8d3273573b85be09,http://ufcstats.com/fight-details/c61923255389e67c,Keith Peterson,1,22 of 54,40%,55 of 112,1 of 6,16%,0,0,5:17
http://ufcstats.com/fighter-details/7b433309b0fd12aa,http://ufcstats.com/fight-details/308f6cb830019ea9,Mark Smith,0,89 of 141,63%,117 of 171,3 of 8,37%,0,0,3:35
http://ufcstats.com/fighter-details/ffd3224638c01b57,http://ufcstats.com/fight-details/308f6cb830019ea9,Mark Smith,0,89 of 201,44%,109 of 223,1 of 7,14%,0,0,2:04
http://ufcstats.com/fighter-details/f9ab66e67240db7b,http://ufcstats.com/fight-details/fc73ecbd83b7f159,Herb Dean,0,81 of 134,60%,151 of 212,4 of 7,57%,2,0,4:30
http://ufcstats.com/fighter-details/4f3064faf17aa711,http://ufcstats.com/fight-details/fc73ecbd83b7f159,Herb Dean,0,34 of 69,49%,53 of 91,0 of 1,0%,0,0,2:35
http://ufcstats.com/fighter-details/c742287ed86a09bc,http://ufcstats.com/fight-details/53f7f1b4834387a8,Chris Tognoni,0,54 of 125,43%,98 of 174,1 of 13,7%,0,0,3:16
http://ufcstats.com/fighter-details/ac7c765882f2c68c,http://ufcstats.com/fight-details/53f7f1b4834387a8,Chris Tognoni,0,117 of 188,62%,229 of 306,0 of 0,---,0,0,0:30
http://ufcstats.com/fighter-details/3f4c3bc822bea45d,http://ufcstats.com/fight-details/4277b02a4dadac40,Keith Peterson,0,72 of 145,49%,78 of 151,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/87f8699fdcc2c404,http://ufcstats.com/fight-details/4277b02a4dadac40,Keith Peterson,0,92 of 224,41%,103 of 240,0 of 1,0%,0,0,0:41
http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,http://ufcstats.com/fight-details/32b8c6c4b735d712,Mark Smith,0,23 of 38,60%,78 of 110,3 of 8,37%,0,0,8:58
http://ufcstats.com/fighter-details/140567899d98978a,http://ufcstats.com/fight-details/32b8c6c4b735d712,Mark Smith,0,31 of 46,67%,48 of 68,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,http://ufcstats.com/fight-details/998bde5639c61adb,Jason Herzog,0,124 of 232,53%,172 of 287,3 of 3,100%,3,2,2:23
http://ufcstats.com/fighter-details/4461d7e47375a895,http://ufcstats.com/fight-details/998bde5639c61adb,Jason Herzog,0,42 of 99,42%,80 of 143,6 of 15,40%,1,0,12:13
http://ufcstats.com/fighter-details/0c6d9ea8306c029e,http://ufcstats.com/fight-details/6fa2dae90bda4742,,0,65 of 149,43%,73 of 159,0 of 0,---,0,0,0:42
http://ufcstats.com/fighter-details/285ae0b4a68221f4,http://ufcstats.com/fight-details/6fa2dae90bda4742,,0,99 of 177,55%,124 of 210,2 of 6,33%,0,0,6:32
http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,http://ufcstats.com/fight-details/ee5c0b8a757992af,Mark Smith,0,105 of 148,70%,162 of 207,0 of 0,---,0,0,9:16
http://ufcstats.com/fighter-details/c730a0be691dc081,http://ufcstats.com/fight-details/ee5c0b8a757992af,Mark Smith,0,20 of 50,40%,81 of 121,2 of 8,25%,1,0,2:29
http://ufcstats.com/fighter-details/99bd51917728c25d,http://ufcstats.com/fight-details/98c29ba02cee5ba3,Chris Tognoni,0,44 of 90,48%,80 of 144,2 of 4,50%,0,0,5:09
http://ufcstats.com/fighter-details/e132d47bd9efbbe0,http://ufcstats.com/fight-details/98c29ba02cee5ba3,Chris Tognoni,0,5 of 12,41%,29 of 38,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,http://ufcstats.com/fight-details/f690949d90ff1dee,Herb Dean,0,123 of 257,47%,126 of 260,1 of 1,100%,0,0,0:56
http://ufcstats.com/fighter-details/cdb96af67d096b1e,http://ufcstats.com/fight-details/f690949d90ff1dee,Herb Dean,0,74 of 257,28%,91 of 276,0 of 1,0%,0,0,0:00
http://ufcstats.com/fighter-details/077e3ace32b72be9,http://ufcstats.com/fight-details/f1cc9169813c4a3e,Jason Herzog,0,4 of 16,25%,4 of 16,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/7d0a1968b38ca439,http://ufcstats.com/fight-details/f1cc9169813c4a3e,Jason Herzog,3,23 of 55,41%,23 of 55,0 of 0,---,0,0,0:05
http://ufcstats.com/fighter-details/87c0b1c696ddfb43,http://ufcstats.com/fight-details/69a5895fde58432c,Chris Tognoni,0,2 of 2,100%,32 of 32,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,http://ufcstats.com/fight-details/69a5895fde58432c,Chris Tognoni,0,3 of 5,60%,19 of 25,2 of 3,66%,1,0,3:56
http://ufcstats.com/fighter-details/40f3cb27fc7305a1,http://ufcstats.com/fight-details/57415110bd494c79,Herb Dean,0,68 of 127,53%,141 of 223,7 of 9,77%,2,0,9:14
http://ufcstats.com/fighter-details/d8da10db80131bec,http://ufcstats.com/fight-details/57415110bd494c79,Herb Dean,0,16 of 53,30%,58 of 100,0 of 3,0%,1,0,1:00
http://ufcstats.com/fighter-details/c15fa95b9a12fde4,http://ufcstats.com/fight-details/85854504ce1aa97a,Mark Smith,0,71 of 128,55%,71 of 128,0 of 0,---,0,0,0:02
http://ufcstats.com/fighter-details/0f3a990526c5e706,http://ufcstats.com/fight-details/85854504ce1aa97a,Mark Smith,0,53 of 118,44%,54 of 122,1 of 8,12%,0,0,0:46
http://ufcstats.com/fighter-details/abb68e3c7ca128f2,http://ufcstats.com/fight-details/48dd2c9cb39bd2d4,Chris Tognoni,0,88 of 145,60%,142 of 203,0 of 1,0%,0,0,3:13
http://ufcstats.com/fighter-details/3351aa64aa83c4d9,http://ufcstats.com/fight-details/48dd2c9cb39bd2d4,Chris Tognoni,0,40 of 124,32%,98 of 198,1 of 6,16%,0,0,5:20
http://ufcstats.com/fighter-details/e4ba58725825412d,http://ufcstats.com/fight-details/b23554da35a84fbc,Jason Herzog,0,54 of 140,38%,65 of 151,4 of 24,16%,1,0,4:23
http://ufcstats.com/fighter-details/8e6654e9f0461b8f,http://ufcstats.com/fight-details/b23554da35a84fbc,Jason Herzog,0,140 of 280,50%,148 of 288,2 of 4,50%,0,0,1:31
http://ufcstats.com/fighter-details/b62d5280966b2460,http://ufcstats.com/fight-details/de484433eef22e1d,Mark Smith,0,34 of 60,56%,36 of 62,2 of 3,66%,1,0,4:38
http://ufcstats.com/fighter-details/e0d3d9b564f95635,http://ufcstats.com/fight-details/de484433eef22e1d,Mark Smith,0,17 of 41,41%,21 of 45,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/e5549c82bfb5582d,http://ufcstats.com/fight-details/8c5e06c71f392f33,Marc Goddard,1,127 of 209,60%,129 of 211,0 of 0,---,0,0,0:02
http://ufcstats.com/fighter-details/749f572d1d3161fb,http://ufcstats.com/fight-details/8c5e06c71f392f33,Marc Goddard,0,61 of 191,31%,62 of 193,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/fc169c387b4b465d,http://ufcstats.com/fight-details/1d68bb733de24b06,Jason Herzog,1,92 of 317,29%,112 of 345,0 of 0,---,0,0,0:33
http://ufcstats.com/fighter-details/3253b16d38ae087d,http://ufcstats.com/fight-details/1d68bb733de24b06,Jason Herzog,0,92 of 260,35%,123 of 308,2 of 3,66%,1,0,5:40
http://ufcstats.com/fighter-details/d0f3959b4a9747e6,http://ufcstats.com/fight-details/3d7d82fff71e395a,Mike Beltran,0,51 of 117,43%,65 of 139,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/bc711b6dd95c1af6,http://ufcstats.com/fight-details/3d7d82fff71e395a,Mike Beltran,0,49 of 142,34%,90 of 196,0 of 10,0%,0,0,7:15
http://ufcstats.com/fighter-details/327d5f279895110d,http://ufcstats.com/fight-details/5931cd9cf5da5f75,Jason Herzog,0,19 of 33,57%,57 of 101,1 of 1,100%,0,0,2:50
http://ufcstats.com/fighter-details/3a46b268013afede,http://ufcstats.com/fight-details/5931cd9cf5da5f75,Jason Herzog,0,18 of 28,64%,36 of 46,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/b9706f80d005036c,http://ufcstats.com/fight-details/9ea124a13d071186,Marc Goddard,0,24 of 61,39%,67 of 108,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/1af1170ed937cba7,http://ufcstats.com/fight-details/9ea124a13d071186,Marc Goddard,0,55 of 94,58%,98 of 149,2 of 8,25%,0,0,7:54
http://ufcstats.com/fighter-details/4a28cb716c19157a,http://ufcstats.com/fight-details/69bca5091b2a31f6,Mike Beltran,0,49 of 106,46%,63 of 121,0 of 0,---,0,0,0:03
http://ufcstats.com/fighter-details/b9437600497350f3,http://ufcstats.com/fight-details/69bca5091b2a31f6,Mike Beltran,1,34 of 93,36%,55 of 117,4 of 7,57%,0,0,4:13
http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,http://ufcstats.com/fight-details/eb73b63bbd7b88a7,Marc Goddard,0,33 of 99,33%,65 of 134,1 of 1,100%,0,0,0:11
http://ufcstats.com/fighter-details/abcf2cc6efc42031,http://ufcstats.com/fight-details/eb73b63bbd7b88a7,Marc Goddard,0,30 of 73,41%,55 of 104,3 of 4,75%,0,1,4:40
http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,http://ufcstats.com/fight-details/e8aad69aace1d31f,Tyler Tomlinson,0,63 of 191,32%,65 of 193,0 of 12,0%,0,0,0:05
http://ufcstats.com/fighter-details/262a7d06203657e6,http://ufcstats.com/fight-details/e8aad69aace1d31f,Tyler Tomlinson,0,79 of 204,38%,91 of 217,0 of 2,0%,0,0,0:40
http://ufcstats.com/fighter-details/64d47ef881a437a4,http://ufcstats.com/fight-details/ed5b6681ab4e83e5,Dave Seljestad,0,57 of 113,50%,78 of 137,0 of 2,0%,1,1,2:15
http://ufcstats.com/fighter-details/260bd4cef10b033f,http://ufcstats.com/fight-details/ed5b6681ab4e83e5,Dave Seljestad,0,44 of 89,49%,57 of 102,3 of 8,37%,0,0,3:32
http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,http://ufcstats.com/fight-details/58dec0a39cdefa3f,Mike Beltran,0,9 of 20,45%,9 of 20,0 of 0,---,1,0,0:03
http://ufcstats.com/fighter-details/50db8711c70196cd,http://ufcstats.com/fight-details/58dec0a39cdefa3f,Mike Beltran,0,7 of 10,70%,7 of 10,0 of 1,0%,0,0,0:03
http://ufcstats.com/fighter-details/d910665038efc639,http://ufcstats.com/fight-details/58e5fc1914c4e641,Tyler Tomlinson,0,39 of 123,31%,116 of 215,4 of 7,57%,0,0,3:40
http://ufcstats.com/fighter-details/31ef8b67e13495b3,http://ufcstats.com/fight-details/58e5fc1914c4e641,Tyler Tomlinson,0,80 of 150,53%,94 of 166,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/523fa774700d7d3f,http://ufcstats.com/fight-details/84b3577229880760,Jason Herzog,0,14 of 24,58%,19 of 35,1 of 1,100%,1,0,1:58
http://ufcstats.com/fighter-details/4b47e71384a9522f,http://ufcstats.com/fight-details/84b3577229880760,Jason Herzog,0,5 of 13,38%,12 of 20,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/b6452706b373eea1,http://ufcstats.com/fight-details/7ca4c91bab696b89,Marc Goddard,0,50 of 72,69%,72 of 98,1 of 3,33%,0,0,4:53
http://ufcstats.com/fighter-details/c2299ec916bc7c56,http://ufcstats.com/fight-details/7ca4c91bab696b89,Marc Goddard,0,25 of 60,41%,35 of 70,0 of 0,---,0,0,0:05
http://ufcstats.com/fighter-details/881bf86d4cba8578,http://ufcstats.com/fight-details/62ff1e5deb124ff5,Herb Dean,0,57 of 86,66%,79 of 114,0 of 0,---,0,0,5:47
http://ufcstats.com/fighter-details/2f181c0467965b98,http://ufcstats.com/fight-details/62ff1e5deb124ff5,Herb Dean,0,30 of 52,57%,56 of 82,1 of 10,10%,0,0,6:06
http://ufcstats.com/fighter-details/e1d40e8782d80bc2,http://ufcstats.com/fight-details/19706d8ba0edf9cd,Rich Mitchell,0,43 of 71,60%,69 of 101,0 of 3,0%,0,1,3:52
http://ufcstats.com/fighter-details/791c8437b341fba5,http://ufcstats.com/fight-details/19706d8ba0edf9cd,Rich Mitchell,0,29 of 67,43%,57 of 105,3 of 6,50%,2,0,6:40
http://ufcstats.com/fighter-details/dda15dbfafb792df,http://ufcstats.com/fight-details/45f00a42a17f8e2a,Herb Dean,0,58 of 97,59%,63 of 107,0 of 2,0%,0,0,0:12
http://ufcstats.com/fighter-details/f626118b6da0e020,http://ufcstats.com/fight-details/45f00a42a17f8e2a,Herb Dean,0,97 of 170,57%,118 of 194,0 of 3,0%,0,0,3:31
http://ufcstats.com/fighter-details/5b03b61f9d90125e,http://ufcstats.com/fight-details/f114929ed709606e,Marc Goddard,1,19 of 28,67%,28 of 37,2 of 2,100%,0,1,2:12
http://ufcstats.com/fighter-details/b909a9a9688b5284,http://ufcstats.com/fight-details/f114929ed709606e,Marc Goddard,0,11 of 38,28%,17 of 45,1 of 4,25%,0,0,1:07
http://ufcstats.com/fighter-details/1e4f273069fb9e85,http://ufcstats.com/fight-details/d806aacf5b6ba7f6,Loic Pora,1,58 of 94,61%,69 of 107,4 of 4,100%,1,1,4:43
http://ufcstats.com/fighter-details/dccb63727f2f5f74,http://ufcstats.com/fight-details/d806aacf5b6ba7f6,Loic Pora,0,16 of 59,27%,25 of 72,1 of 3,33%,1,1,2:47
http://ufcstats.com/fighter-details/cd13728ae1151f46,http://ufcstats.com/fight-details/89b772f864acb637,Herb Dean,0,45 of 120,37%,80 of 161,3 of 12,25%,0,0,1:59
http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,http://ufcstats.com/fight-details/89b772f864acb637,Herb Dean,0,39 of 69,56%,63 of 101,1 of 2,50%,0,1,5:19
http://ufcstats.com/fighter-details/46e2011d92463b7e,http://ufcstats.com/fight-details/3599e9de4ae0e171,Rich Mitchell,0,90 of 150,60%,97 of 160,2 of 7,28%,0,0,3:02
http://ufcstats.com/fighter-details/74f9448b97bf8bec,http://ufcstats.com/fight-details/3599e9de4ae0e171,Rich Mitchell,0,29 of 117,24%,36 of 124,0 of 1,0%,0,1,0:09
http://ufcstats.com/fighter-details/5b86d491d63890c5,http://ufcstats.com/fight-details/e01019fbfe0e9528,Christophe Chapuis,0,45 of 95,47%,107 of 181,2 of 3,66%,0,0,8:51
http://ufcstats.com/fighter-details/37c5366d18ed6c05,http://ufcstats.com/fight-details/e01019fbfe0e9528,Christophe Chapuis,0,24 of 60,40%,58 of 104,0 of 3,0%,0,0,0:43
http://ufcstats.com/fighter-details/8b1ed83b02303075,http://ufcstats.com/fight-details/d063d46208c560b1,Marc Goddard,0,94 of 202,46%,99 of 208,0 of 1,0%,0,0,0:10
http://ufcstats.com/fighter-details/37098a6e6c27fb66,http://ufcstats.com/fight-details/d063d46208c560b1,Marc Goddard,0,39 of 141,27%,49 of 154,2 of 6,33%,0,0,3:02
http://ufcstats.com/fighter-details/06e4245d16fc5315,http://ufcstats.com/fight-details/7ba432e218edc17d,Herb Dean,0,7 of 12,58%,22 of 27,2 of 4,50%,1,0,1:42
http://ufcstats.com/fighter-details/07047eb7d17fb0a2,http://ufcstats.com/fight-details/7ba432e218edc17d,Herb Dean,0,5 of 12,41%,12 of 21,1 of 1,100%,0,0,0:39
http://ufcstats.com/fighter-details/e8fe9c15d348e778,http://ufcstats.com/fight-details/47d978a984a163aa,Rich Mitchell,1,67 of 130,51%,78 of 142,0 of 0,---,0,0,1:09
http://ufcstats.com/fighter-details/dc7927cd622676a7,http://ufcstats.com/fight-details/47d978a984a163aa,Rich Mitchell,0,71 of 177,40%,76 of 184,0 of 1,0%,0,0,0:00
http://ufcstats.com/fighter-details/f2b3f4ef3f780168,http://ufcstats.com/fight-details/a187670c5ee1ec5f,Christophe Chapuis,0,54 of 114,47%,80 of 156,1 of 9,11%,0,0,3:56
http://ufcstats.com/fighter-details/e3964ece586e0635,http://ufcstats.com/fight-details/a187670c5ee1ec5f,Christophe Chapuis,0,54 of 154,35%,87 of 194,0 of 0,---,0,1,1:09
http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,http://ufcstats.com/fight-details/eedc7fccf7037949,Loic Pora,0,28 of 50,56%,29 of 51,2 of 3,66%,0,0,1:11
http://ufcstats.com/fighter-details/fd406a32a6fb3a29,http://ufcstats.com/fight-details/eedc7fccf7037949,Loic Pora,0,10 of 25,40%,12 of 29,0 of 1,0%,1,0,0:00
http://ufcstats.com/fighter-details/b50a426a33da0012,http://ufcstats.com/fight-details/3146e5a47a922976,Herb Dean,0,47 of 89,52%,49 of 91,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/c03520b5c88ed6b4,http://ufcstats.com/fight-details/3146e5a47a922976,Herb Dean,0,82 of 164,50%,214 of 310,6 of 15,40%,0,0,10:03
http://ufcstats.com/fighter-details/e8b731feff72294b,http://ufcstats.com/fight-details/6f83cfae0c800ef8,Mark Smith,0,18 of 100,18%,153 of 245,1 of 4,25%,2,0,0:49
http://ufcstats.com/fighter-details/132deb59abae64b1,http://ufcstats.com/fight-details/6f83cfae0c800ef8,Mark Smith,0,45 of 80,56%,193 of 233,8 of 12,66%,0,0,16:04
http://ufcstats.com/fighter-details/def8166ff24bd237,http://ufcstats.com/fight-details/2335e75ce63805b6,Marc Goddard,0,63 of 195,32%,69 of 201,0 of 2,0%,0,0,0:06
http://ufcstats.com/fighter-details/f166e93d04a8c274,http://ufcstats.com/fight-details/2335e75ce63805b6,Marc Goddard,0,106 of 206,51%,113 of 214,1 of 1,100%,0,0,2:45
http://ufcstats.com/fighter-details/4148802ae4a50768,http://ufcstats.com/fight-details/27d98a8ee6608e27,Jason Herzog,1,121 of 308,39%,121 of 308,0 of 1,0%,0,0,0:15
http://ufcstats.com/fighter-details/323d4ca260dfa0ba,http://ufcstats.com/fight-details/27d98a8ee6608e27,Jason Herzog,0,156 of 345,45%,156 of 345,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/f2900678e98f6d6a,http://ufcstats.com/fight-details/78b506e5092a27fd,Chris Tognoni,0,35 of 69,50%,68 of 117,1 of 2,50%,0,1,9:14
http://ufcstats.com/fighter-details/6d68c1afe954f121,http://ufcstats.com/fight-details/78b506e5092a27fd,Chris Tognoni,1,37 of 68,54%,55 of 93,1 of 3,33%,2,1,1:07
http://ufcstats.com/fighter-details/578ef12674df1e6a,http://ufcstats.com/fight-details/2397e2a92710705a,Herb Dean,0,69 of 183,37%,69 of 183,0 of 0,---,0,0,0:05
http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,http://ufcstats.com/fight-details/2397e2a92710705a,Herb Dean,0,159 of 309,51%,159 of 309,0 of 5,0%,0,0,0:00
http://ufcstats.com/fighter-details/2e7878927067fdca,http://ufcstats.com/fight-details/3733d100f7bd5590,Marc Goddard,0,20 of 43,46%,20 of 43,0 of 0,---,0,0,0:20
http://ufcstats.com/fighter-details/e4a47b07044ddd72,http://ufcstats.com/fight-details/3733d100f7bd5590,Marc Goddard,2,31 of 58,53%,36 of 63,0 of 0,---,0,0,0:38
http://ufcstats.com/fighter-details/40cb680ae1cd331f,http://ufcstats.com/fight-details/c60a317c7767abb7,Jason Herzog,0,35 of 73,47%,35 of 73,0 of 2,0%,0,0,0:00
http://ufcstats.com/fighter-details/8bd4200561c77a62,http://ufcstats.com/fight-details/c60a317c7767abb7,Jason Herzog,1,21 of 35,60%,21 of 35,0 of 0,---,1,0,0:15
http://ufcstats.com/fighter-details/5ef94841c4bc3f86,http://ufcstats.com/fight-details/dae8ad2e03aa4a9a,Mark Smith,0,79 of 189,41%,87 of 197,0 of 2,0%,1,0,0:27
http://ufcstats.com/fighter-details/17e97649403ba428,http://ufcstats.com/fight-details/dae8ad2e03aa4a9a,Mark Smith,0,118 of 200,59%,183 of 276,3 of 3,100%,0,0,4:26
http://ufcstats.com/fighter-details/fe2babf95de24fb1,http://ufcstats.com/fight-details/3cdc6fea724be133,Chris Tognoni,0,41 of 94,43%,98 of 158,3 of 7,42%,0,0,7:32
http://ufcstats.com/fighter-details/7d420039bbfe7c1a,http://ufcstats.com/fight-details/3cdc6fea724be133,Chris Tognoni,0,22 of 54,40%,80 of 118,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/23024fdfc966410a,http://ufcstats.com/fight-details/ee9ade72b44dfa06,Herb Dean,0,47 of 97,48%,76 of 126,1 of 6,16%,0,0,2:43
http://ufcstats.com/fighter-details/45f7cb591c3ab00b,http://ufcstats.com/fight-details/ee9ade72b44dfa06,Herb Dean,0,130 of 217,59%,274 of 368,7 of 17,41%,0,0,10:34
http://ufcstats.com/fighter-details/6a1901c62ab3870f,http://ufcstats.com/fight-details/bcfaf1dd78f12f97,Kerry Hatley,0,50 of 140,35%,62 of 153,0 of 1,0%,0,0,2:11
http://ufcstats.com/fighter-details/262d32ebda89efc4,http://ufcstats.com/fight-details/bcfaf1dd78f12f97,Kerry Hatley,0,117 of 208,56%,119 of 211,0 of 1,0%,0,0,0:49
http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,http://ufcstats.com/fight-details/453e6f2665c85fd7,Mark Smith,0,22 of 37,59%,39 of 62,0 of 0,---,0,1,1:36
http://ufcstats.com/fighter-details/31f8081c7600da93,http://ufcstats.com/fight-details/453e6f2665c85fd7,Mark Smith,0,1 of 2,50%,31 of 36,0 of 0,---,0,0,2:13
http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,http://ufcstats.com/fight-details/fe59646ebad8b6e4,Chris Tognoni,0,40 of 83,48%,40 of 83,0 of 1,0%,0,0,0:00
http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,http://ufcstats.com/fight-details/fe59646ebad8b6e4,Chris Tognoni,0,34 of 78,43%,37 of 81,0 of 0,---,1,0,0:10
http://ufcstats.com/fighter-details/0bc697c5936a2d0a,http://ufcstats.com/fight-details/75fa9c0bb31caaa3,Herb Dean,0,55 of 107,51%,63 of 115,0 of 1,0%,0,0,0:30
http://ufcstats.com/fighter-details/c739c2995a275314,http://ufcstats.com/fight-details/75fa9c0bb31caaa3,Herb Dean,0,42 of 66,63%,85 of 124,9 of 18,50%,0,0,8:16
http://ufcstats.com/fighter-details/a13d755965a4ec9f,http://ufcstats.com/fight-details/b80c6eba11c54778,Kerry Hatley,0,49 of 88,55%,49 of 88,0 of 0,---,0,0,0:12
http://ufcstats.com/fighter-details/06626b6287e1ae1e,http://ufcstats.com/fight-details/b80c6eba11c54778,Kerry Hatley,0,68 of 105,64%,73 of 110,0 of 1,0%,0,0,0:00
http://ufcstats.com/fighter-details/a57cb948c4c70a47,http://ufcstats.com/fight-details/abfd5ac6cf186d8a,Mark Smith,0,41 of 56,73%,102 of 147,2 of 2,100%,2,0,9:12
http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,http://ufcstats.com/fight-details/abfd5ac6cf186d8a,Mark Smith,0,3 of 7,42%,22 of 27,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/5cdf5339728f580d,http://ufcstats.com/fight-details/69bde5bae0d6ec4f,Chris Tognoni,0,38 of 76,50%,69 of 122,0 of 8,0%,0,0,0:41
http://ufcstats.com/fighter-details/b1f21ce050035d58,http://ufcstats.com/fight-details/69bde5bae0d6ec4f,Chris Tognoni,0,18 of 37,48%,43 of 70,2 of 2,100%,2,0,9:00
http://ufcstats.com/fighter-details/3f11fd1751fa83b1,http://ufcstats.com/fight-details/6e9876d2be2bbd02,Kerry Hatley,0,41 of 92,44%,96 of 160,0 of 4,0%,0,0,0:04
http://ufcstats.com/fighter-details/f2f140ce7532e327,http://ufcstats.com/fight-details/6e9876d2be2bbd02,Kerry Hatley,1,76 of 112,67%,110 of 150,2 of 2,100%,0,0,6:35
http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,http://ufcstats.com/fight-details/f1613b372748c8bb,Jacob Montalvo,0,2 of 3,66%,12 of 16,1 of 1,100%,1,0,3:05
http://ufcstats.com/fighter-details/2c483cf443f38ece,http://ufcstats.com/fight-details/f1613b372748c8bb,Jacob Montalvo,0,2 of 6,33%,3 of 7,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,http://ufcstats.com/fight-details/f734b497add754af,Mark Smith,0,23 of 46,50%,78 of 109,3 of 5,60%,0,0,9:20
http://ufcstats.com/fighter-details/a817e238b2747404,http://ufcstats.com/fight-details/f734b497add754af,Mark Smith,0,17 of 53,32%,23 of 59,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/641ca2c2ed91b93c,http://ufcstats.com/fight-details/0c418b9cdfd525c9,Herb Dean,0,6 of 10,60%,12 of 16,0 of 0,---,1,2,1:51
http://ufcstats.com/fighter-details/a2d342ffc83913ed,http://ufcstats.com/fight-details/0c418b9cdfd525c9,Herb Dean,0,14 of 20,70%,40 of 47,4 of 6,66%,1,0,3:10
http://ufcstats.com/fighter-details/13a0275fa13c4d26,http://ufcstats.com/fight-details/15805ae1eea3343e,Dan Miragliotta,0,83 of 254,32%,83 of 254,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/4126a78111c0855a,http://ufcstats.com/fight-details/15805ae1eea3343e,Dan Miragliotta,1,153 of 255,60%,156 of 258,0 of 1,0%,1,0,1:59
http://ufcstats.com/fighter-details/f0feeb2192937424,http://ufcstats.com/fight-details/70afe9e0d2422252,Keith Peterson,0,112 of 216,51%,140 of 245,0 of 2,0%,0,0,0:10
http://ufcstats.com/fighter-details/d25240135aee03e5,http://ufcstats.com/fight-details/70afe9e0d2422252,Keith Peterson,0,101 of 239,42%,140 of 280,3 of 4,75%,0,0,5:04
http://ufcstats.com/fighter-details/0cd0456d6029cec2,http://ufcstats.com/fight-details/5c5523a6bf83e44f,Mark Smith,0,1 of 2,50%,5 of 6,0 of 1,0%,2,1,1:38
http://ufcstats.com/fighter-details/d5bab53a1a603aac,http://ufcstats.com/fight-details/5c5523a6bf83e44f,Mark Smith,0,42 of 52,80%,63 of 73,1 of 3,33%,1,1,4:45
http://ufcstats.com/fighter-details/7facc9c45d792985,http://ufcstats.com/fight-details/bad06a5380d762b8,Chris Tognoni,0,12 of 28,42%,19 of 35,0 of 0,---,0,0,1:33
