fighter_url,fight_url,referee,significant_strikes_landed,significant_strikes_attempted,significant_strike_accuracy,head_strikes_landed,head_strikes_attempted,body_strikes_landed,body_strikes_attempted,leg_strikes_landed,leg_strikes_attempted,distance_strikes_landed,distance_strikes_attempted,clinch_strikes_landed,clinch_strikes_attempted,ground_strikes_landed,ground_strikes_attempted,total_strikes_landed,total_strikes_attempted,takedowns_landed,takedowns_attempted,takedown_accuracy,knockdowns,submission_attempts,reversals,control_time_seconds,significant_strike_accuracy_opponent
71171fc96445bf65,4b75d3b7738cb278,Jimmy Neely,3,6,0.5,2,4,0,0,1,2,1,2,0,0,2,4,17,22,1,1,1.0,0,2,0,183,0.5
be9bdec19b7e9ffe,4b75d3b7738cb278,Jimmy Neely,3,4,0.75,0,0,1,2,2,2,3,4,0,0,0,0,3,4,0,0,,0,0,0,0,0.75
c15fa95b9a12fde4,b19bf99c7eb796bc,Eric McMahon,24,38,0.63,21,35,3,3,0,0,6,14,10,10,8,14,25,39,0,0,,0,0,1,27,0.63
3e8118c1ab52f211,b19bf99c7eb796bc,Eric McMahon,11,22,0.5,7,17,0,1,4,4,4,9,0,0,7,13,31,57,5,9,0.55,0,1,0,471,0.5
b0d6a1d8ac3d563d,236f811290163dca,Justin Brown,59,178,0.33,38,147,14,21,7,10,58,175,1,3,0,0,63,185,0,0,,0,0,0,63,0.33
5442f1bc4b47eaf3,236f811290163dca,Justin Brown,64,155,0.41,44,132,18,21,2,2,61,149,3,6,0,0,71,162,0,1,0.0,0,0,0,14,0.41
a845f0735bc67405,d5e3be7a07c48b08,Jimmy Neely,3,7,0.42,3,7,0,0,0,0,2,5,1,2,0,0,5,9,1,1,1.0,0,1,0,29,0.42
c68c68efaa5ca6ef,d5e3be7a07c48b08,Jimmy Neely,5,10,0.5,0,2,3,6,2,2,4,8,1,2,0,0,5,10,0,0,,0,0,0,0,0.5
729d4bd5a6cd0a97,46bc1338a50cbeac,Blake Grice,38,145,0.26,38,144,0,0,0,1,34,140,4,5,0,0,67,179,2,9,0.22,0,2,0,63,0.26
de594b35c45c2e9a,46bc1338a50cbeac,Blake Grice,64,235,0.27,52,221,1,2,11,12,64,234,0,0,0,1,74,248,2,3,0.66,0,0,0,182,0.27
8667caa0451d245b,5c650ae2193ab1bc,Eric McMahon,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,
f5779a2303ed76ec,5c650ae2193ab1bc,Eric McMahon,4,11,0.36,4,11,0,0,0,0,1,4,3,7,0,0,4,11,1,2,0.5,0,1,0,28,0.36
e99eb0ef25885de5,7f33fbdc35afd721,Justin Brown,51,111,0.45,27,85,8,10,16,16,46,105,5,6,0,0,57,118,0,2,0.0,0,0,0,5,0.45
fb3e61720be4690c,7f33fbdc35afd721,Justin Brown,47,77,0.61,29,53,15,20,3,4,44,74,0,0,3,3,58,94,1,2,0.5,1,2,0,262,0.61
745fa7b605f8e2da,120d66cb0da0f3c3,Jimmy Neely,92,181,0.5,57,132,26,35,9,14,75,160,12,14,5,7,95,187,0,2,0.0,1,0,0,40,0.5
3f4c3bc822bea45d,120d66cb0da0f3c3,Jimmy Neely,44,119,0.36,23,89,15,18,6,12,44,118,0,1,0,0,52,129,0,0,,0,0,0,32,0.36
54f64b5e283b0ce7,7a64d63e12618ba7,Marc Goddard,21,29,0.72,17,23,3,3,1,3,18,24,0,0,3,5,24,32,0,0,,1,0,0,61,0.72
07225ba28ae309b6,7a64d63e12618ba7,Marc Goddard,9,16,0.56,3,8,2,4,4,4,8,14,1,2,0,0,10,18,0,2,0.0,0,0,0,21,0.56
a0f0004aadf10b71,8308464729ea7c40,Herb Dean,42,76,0.55,28,61,10,10,4,5,40,74,0,0,2,2,70,107,3,6,0.5,0,2,0,440,0.55
853eb0dd5c0e2149,8308464729ea7c40,Herb Dean,38,67,0.56,26,53,8,10,4,4,35,64,1,1,2,2,57,86,0,2,0.0,0,0,0,10,0.56
6e15f63b6c2e2c15,f722b96ae6862843,Jason Herzog,215,467,0.46,179,422,22,27,14,18,205,451,10,16,0,0,216,468,0,0,,0,0,0,0,0.46
17e97649403ba428,f722b96ae6862843,Jason Herzog,204,305,0.66,138,232,37,43,29,30,181,270,20,27,3,8,209,311,0,0,,1,0,0,9,0.66
08af939f41b5a57b,1ea9ad3b6e1cba79,Mark Smith,56,107,0.52,30,73,10,15,16,19,47,95,4,5,5,7,77,131,5,5,1.0,0,0,0,353,0.52
b6452706b373eea1,1ea9ad3b6e1cba79,Mark Smith,31,61,0.5,25,52,4,6,2,3,25,54,4,5,2,2,38,69,0,3,0.0,1,0,1,80,0.5
6e743a33d56bdaa4,f6a3c78f15ff26c7,Chris Tognoni,59,118,0.5,48,103,5,7,6,8,37,93,2,2,20,23,97,165,0,1,0.0,0,0,1,289,0.5
9256f591b30c073e,f6a3c78f15ff26c7,Chris Tognoni,26,58,0.44,17,48,6,6,3,4,21,52,3,4,2,2,37,70,3,15,0.2,0,0,0,203,0.44
0a1942069c9ad6b6,958522de54ccc536,Herb Dean,30,55,0.54,24,49,2,2,4,4,30,54,0,1,0,0,30,55,0,1,0.0,0,0,0,0,0.54
d1c65d2cf2925ddd,958522de54ccc536,Herb Dean,18,63,0.28,11,54,6,8,1,1,18,63,0,0,0,0,18,63,0,0,,1,0,0,3,0.28
41cc71cbf210e0fe,2f523b757f7f33a2,Marc Goddard,3,5,0.6,0,2,0,0,3,3,3,5,0,0,0,0,3,5,0,1,0.0,0,0,0,0,0.6
7d6ceff6747f2de2,2f523b757f7f33a2,Marc Goddard,9,11,0.81,7,9,2,2,0,0,4,5,2,3,3,3,9,11,0,1,0.0,1,0,0,2,0.81
36541f1e6c5d4955,815ff62ca8e217be,Jason Herzog,22,51,0.43,16,45,3,3,3,3,19,48,3,3,0,0,39,69,0,0,,0,0,1,103,0.43
68d4a891e5cf2029,815ff62ca8e217be,Jason Herzog,65,103,0.63,53,82,8,14,4,7,24,53,2,5,39,45,102,143,3,5,0.6,0,1,1,497,0.63
809bd1a871491508,d7be78c400e7e0f9,Chris Tognoni,1,2,0.5,1,2,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1.0,0,2,0,47,0.5
19c591115a58982c,d7be78c400e7e0f9,Chris Tognoni,2,2,1.0,0,0,1,1,1,1,2,2,0,0,0,0,2,2,0,0,,0,0,0,0,1.0
d8da10db80131bec,9bff9fe298e63357,Mark Smith,34,61,0.55,19,43,4,7,11,11,27,49,3,4,4,8,46,76,0,2,0.0,0,0,0,0,0.55
85497ffd934ecf7e,9bff9fe298e63357,Mark Smith,46,74,0.62,39,66,4,5,3,3,22,41,2,2,22,31,73,101,2,2,1.0,0,1,0,341,0.62
25f9a5f3e8a52618,043172689e415438,Herb Dean,112,182,0.61,94,160,3,7,15,15,111,179,1,3,0,0,112,182,0,0,,0,0,0,0,0.61
ab2a4b5e04dc5fe9,043172689e415438,Herb Dean,82,259,0.31,56,224,21,29,5,6,80,256,2,3,0,0,83,260,1,10,0.1,0,0,0,5,0.31
5444c5a201d3ee5a,03bc32bdb5a33496,Herb Dean,69,172,0.4,47,142,7,12,15,18,68,170,0,1,1,1,70,173,0,0,,0,0,0,0,0.4
749f572d1d3161fb,03bc32bdb5a33496,Herb Dean,102,181,0.56,30,91,42,54,30,36,102,181,0,0,0,0,102,181,0,0,,1,0,0,0,0.56
c814b4c899793af6,a1afc16e21d1a807,Marc Goddard,62,113,0.54,31,72,25,34,6,7,52,96,5,7,5,10,87,141,4,4,1.0,0,0,0,103,0.54
e4a47b07044ddd72,a1afc16e21d1a807,Marc Goddard,50,147,0.34,23,108,13,17,14,22,47,139,3,8,0,0,62,165,0,2,0.0,0,0,0,73,0.34
fa6796c55d6c5440,8e5744c664fec3e9,Herb Dean,56,95,0.58,34,71,3,4,19,20,44,82,12,13,0,0,101,143,2,15,0.13,0,0,0,321,0.58
739fd4fbb5d862f4,8e5744c664fec3e9,Herb Dean,45,108,0.41,38,100,4,5,3,3,35,93,10,15,0,0,58,125,0,0,,0,0,0,26,0.41
ae81a3ac7b260411,36ec204f47e4d613,Rich Mitchell,2,6,0.33,0,4,2,2,0,0,2,6,0,0,0,0,17,23,0,0,,0,0,0,12,0.33
bf2c8e01b07d3eb1,36ec204f47e4d613,Rich Mitchell,2,7,0.28,2,7,0,0,0,0,1,4,0,0,1,3,15,25,3,5,0.6,0,1,0,220,0.28
ff62013d2fce6d13,7513a00037094075,Lukasz Bosacki,93,150,0.62,60,114,25,27,8,9,58,109,33,38,2,3,102,161,0,1,0.0,1,0,0,89,0.62
37f560436d745c18,7513a00037094075,Lukasz Bosacki,66,157,0.42,46,136,16,16,4,5,54,135,12,22,0,0,76,168,0,0,,1,0,0,16,0.42
8d11d9c13e2ccdf7,19764211af05674c,Marc Goddard,18,54,0.33,11,45,3,3,4,6,16,50,2,4,0,0,70,119,1,3,0.33,0,1,0,173,0.33
fb37795db81f93f3,19764211af05674c,Marc Goddard,31,64,0.48,7,30,14,19,10,15,18,46,13,18,0,0,49,88,3,10,0.3,0,0,0,309,0.48
4a07b1988477502c,e512b80bbaea36c2,Herb Dean,33,61,0.54,25,51,5,6,3,4,14,32,3,6,16,23,80,127,6,9,0.66,0,1,0,615,0.54
6b56e94a59b7b134,e512b80bbaea36c2,Herb Dean,10,31,0.32,2,20,6,8,2,3,9,30,1,1,0,0,19,40,0,2,0.0,0,0,0,104,0.32
6a96ad1bc34fb113,5fcf18bcd2a020f1,Lukasz Bosacki,76,153,0.49,44,104,25,39,7,10,67,132,8,17,1,4,84,164,1,2,0.5,0,0,0,85,0.49
285ae0b4a68221f4,5fcf18bcd2a020f1,Lukasz Bosacki,45,109,0.41,41,102,4,7,0,0,38,96,4,10,3,3,92,187,2,8,0.25,0,1,0,399,0.41
07047eb7d17fb0a2,fff3218758c513b8,Rich Mitchell,99,223,0.44,67,172,32,51,0,0,98,220,1,3,0,0,103,228,0,0,,0,0,0,0,0.44
bd532e9a2b93870c,fff3218758c513b8,Rich Mitchell,64,148,0.43,43,124,12,14,9,10,61,144,3,3,0,1,77,165,3,6,0.5,0,0,0,175,0.43
103e2e33a60683e1,2bfc0212f2cae65b,Lukasz Bosacki,63,178,0.35,35,121,16,31,12,26,58,170,5,8,0,0,74,200,0,0,,0,0,0,103,0.35
9f5e3c20ce40b344,2bfc0212f2cae65b,Lukasz Bosacki,101,181,0.55,63,133,21,30,17,18,93,171,5,6,3,4,156,248,1,2,0.5,0,0,0,135,0.55
f00ac08ab056af5d,8c140756bf43dcc2,Rich Mitchell,68,118,0.57,56,104,11,12,1,2,57,105,11,13,0,0,78,134,0,8,0.0,0,1,0,222,0.57
7f1bf0c255ec8756,8c140756bf43dcc2,Rich Mitchell,62,159,0.38,40,127,20,30,2,2,45,133,17,26,0,0,76,177,3,7,0.42,0,0,0,56,0.38
3329d692aea4dc28,a12d3a6c8aaf87ca,Marc Goddard,55,123,0.44,34,97,10,13,11,13,55,123,0,0,0,0,55,124,0,1,0.0,0,0,0,2,0.44
da7f113b5ea39c43,a12d3a6c8aaf87ca,Marc Goddard,86,179,0.48,44,123,41,54,1,2,86,179,0,0,0,0,86,179,0,4,0.0,0,0,0,0,0.48
