fighter_name,fighter_url,height_cm,weight_kg,reach_cm,stance,dob,age,wins,losses,draws,nc,total_fights,reach_to_height_ratio,record,significant_strikes_landed_per_minute,significant_strike_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defense,takedown_average_per_15_min,takedown_accuracy,takedown_defense,submission_average_per_15_min
Andre Fili,8fd808923cffff82,180,66,188,Orthodox,1990-06-25,35,25.0,12.0,0.0,1.0,38,1.0444444444444445,25-12-0 (1 NC),3.87,37.0,4.23,,2.22,45.0,71.0,0.2
Felipe Lima,9256f591b30c073e,168,61,173,Orthodox,1998-05-07,27,14.0,2.0,0.0,,16,1.0297619047619047,14-2-0,2.86,45.0,2.91,,2.18,27.0,85.0,0.7
Eric McConico,9508cc6184cb2450,183,84,196,Southpaw,1990-05-09,35,10.0,3.0,1.0,,14,1.0710382513661203,10-3-1,1.51,36.0,2.48,,0.0,0.0,57.0,0.0
Chase Hooper,971246648e162f0d,185,70,188,Southpaw,1999-09-13,25,16.0,4.0,1.0,,21,1.0162162162162163,16-4-1,4.51,49.0,2.98,,2.49,33.0,55.0,2.1
Steve Garcia,97cf1a2c7c5e7889,183,66,190,Southpaw,1992-05-22,33,18.0,5.0,0.0,,23,1.0382513661202186,18-5-0,5.18,48.0,2.2,,0.9,40.0,88.0,0.5
Patricio Freire,98a58c26c5b1ed17,168,66,170,Orthodox,1987-07-07,38,37.0,8.0,0.0,,45,1.0119047619047619,37-8-0,2.68,43.0,4.23,,1.49,33.0,88.0,0.6
Karine Silva,9d62c2d8ee151f08,165,57,170,Orthodox,1993-12-02,31,19.0,5.0,0.0,,24,1.0303030303030303,19-5-0,2.73,38.0,2.89,,2.37,47.0,11.0,1.9
Roman Kopylov,9d83f6da776ff7d6,183,84,190,Southpaw,1991-05-04,34,14.0,4.0,0.0,,18,1.0382513661202186,14-4-0,4.74,50.0,5.08,,1.02,42.0,87.0,0.0
Klaudia Sygula,9f5e3c20ce40b344,173,61,175,Orthodox,1998-12-30,26,7.0,2.0,0.0,,9,1.0115606936416186,7-2-0,5.3,53.0,4.73,,0.7,20.0,33.0,0.0
Adam Fugitt,a01a62132460a98d,185,77,196,Southpaw,1989-01-12,36,10.0,5.0,0.0,,15,1.0594594594594595,10-5-0,4.59,46.0,4.54,,1.83,25.0,50.0,0.0
Alexandre Pantoja,a0f0004aadf10b71,165,57,170,Orthodox,1990-04-16,35,30.0,5.0,0.0,,35,1.0303030303030303,30-5-0,4.36,50.0,3.88,,2.8,47.0,69.0,1.0
Rongzhu,a13d755965a4ec9f,175,70,180,Orthodox,2000-03-07,25,27.0,6.0,0.0,,33,1.0285714285714285,27-6-0,6.02,51.0,5.44,,1.35,62.0,84.0,0.1
Nathan Fletcher,a2d342ffc83913ed,170,61,178,Orthodox,1998-01-03,27,9.0,3.0,0.0,,12,1.0470588235294118,9-3-0,3.41,59.0,2.16,,3.37,38.0,50.0,0.7
SuYoung You,a474aade8eb3a8f0,168,61,165,Orthodox,1995-12-11,29,16.0,3.0,0.0,2.0,21,0.9821428571428571,16-3-0 (2 NC),2.28,46.0,1.96,,3.8,47.0,66.0,0.4
Michael Page,a67d071163962af8,190,84,201,Switch,1987-04-07,38,24.0,3.0,0.0,,27,1.0578947368421052,24-3-0,2.39,60.0,1.68,,0.23,16.0,66.0,0.0
Ryan Spann,a67f5afa8d6a1b80,196,93,201,Orthodox,1991-08-24,34,23.0,11.0,0.0,,34,1.0255102040816326,23-11-0,3.19,39.0,4.14,,1.3,34.0,52.0,1.8
Gabriella Fernandes,a6eb54ae17a551be,168,57,168,Southpaw,1993-08-13,32,11.0,3.0,0.0,,14,1.0,11-3-0,3.56,48.0,5.19,,0.44,18.0,68.0,0.2
Julija Stoliarenko,a78a87d8c2bbb1cb,170,57,168,Orthodox,1993-04-08,32,11.0,10.0,2.0,,23,0.9882352941176471,11-10-2,2.74,38.0,4.45,,0.78,20.0,54.0,1.4
Jake Matthews,a845f0735bc67405,180,77,185,Orthodox,1994-08-19,31,22.0,7.0,0.0,,29,1.0277777777777777,22-7-0,3.44,43.0,2.63,,1.51,42.0,67.0,0.6
Christian Leroy Duncan,a93f94c923c3a9cb,188,84,201,Switch,1995-07-24,30,12.0,2.0,0.0,,14,1.0691489361702127,12-2-0,4.83,59.0,2.94,,0.22,11.0,71.0,0.0
Alvin Hines,ab2a4b5e04dc5fe9,188,120,188,Orthodox,1991-10-20,33,7.0,1.0,0.0,,8,1.0,7-1-0,5.47,31.0,7.47,,1.0,10.0,0.0,0.0
Iasmin Lucindo,abcf2cc6efc42031,160,52,168,Orthodox,2002-01-08,23,18.0,6.0,0.0,,24,1.05,18-6-0,3.22,45.0,2.8,,2.28,55.0,68.0,0.1
Tofiq Musayev,ae81a3ac7b260411,175,70,175,Orthodox,1989-12-15,35,22.0,6.0,0.0,,28,1.0,22-6-0,0.44,33.0,0.44,,0.0,0.0,40.0,0.0
Max Griffin,b0d6a1d8ac3d563d,180,77,193,Orthodox,1985-11-29,39,20.0,12.0,0.0,,32,1.0722222222222222,20-12-0,3.76,47.0,3.7,,1.28,40.0,70.0,0.3
Gilbert Urbina,b12fb759e02378de,190,77,190,Orthodox,1996-04-05,29,7.0,5.0,0.0,,12,1.0,7-5-0,5.57,56.0,4.62,,2.86,44.0,0.0,0.7
Priscila Cachoeira,b1e5bcaad32a3cac,170,61,165,Orthodox,1988-08-19,37,13.0,7.0,0.0,,20,0.9705882352941176,13-7-0,4.11,44.0,7.23,,0.15,33.0,67.0,0.0
Gauge Young,b2a78df161bd67f9,175,70,178,Orthodox,2000-07-14,25,10.0,3.0,0.0,,13,1.0171428571428571,10-3-0,5.71,51.0,5.82,,1.0,30.0,71.0,0.0
Renato Moicano,b6452706b373eea1,180,70,183,Orthodox,1989-05-21,36,20.0,7.0,1.0,,28,1.0166666666666666,20-7-1,4.17,48.0,3.57,,1.67,41.0,62.0,0.5
HyunSung Park,b671bdf981ad527d,170,57,168,Orthodox,1995-11-04,29,10.0,1.0,0.0,,11,0.9882352941176471,10-1-0,3.66,46.0,2.94,,1.59,33.0,50.0,2.4
Geoff Neal,b997be68943010fc,180,77,190,Southpaw,1990-08-28,35,16.0,7.0,0.0,,23,1.0555555555555556,16-7-0,5.05,51.0,5.48,,0.54,45.0,87.0,0.1
Lone'er Kavanagh,bb2c3c3a466224af,168,57,170,Orthodox,1999-06-09,26,9.0,1.0,0.0,,10,1.0119047619047619,9-1-0,4.29,49.0,3.69,,1.79,50.0,88.0,0.4
Melissa Mullins,bd532e9a2b93870c,170,61,173,Orthodox,1991-07-23,34,7.0,2.0,0.0,,9,1.0176470588235293,7-2-0,3.71,50.0,4.39,,2.03,42.0,85.0,0.0
Austen Lane,be9bdec19b7e9ffe,198,111,203,Orthodox,1987-11-09,37,13.0,7.0,0.0,1.0,21,1.0252525252525253,13-7-0 (1 NC),2.74,50.0,2.23,,1.52,28.0,33.0,0.0
Amanda Ribas,beecb672a279223e,163,52,168,Orthodox,1993-08-26,32,13.0,7.0,0.0,,20,1.030674846625767,13-7-0,4.26,39.0,3.29,,2.05,52.0,82.0,0.6
Myktybek Orolbai,bf2c8e01b07d3eb1,178,70,188,Orthodox,1998-02-10,27,14.0,2.0,1.0,,17,1.0561797752808988,14-2-1,3.11,48.0,3.08,,5.82,45.0,40.0,0.7
Marcus McGhee,c0ac37a4a1133da9,173,61,175,Orthodox,1990-05-07,35,10.0,2.0,0.0,,12,1.0115606936416186,10-2-0,5.5,45.0,3.64,,0.31,14.0,90.0,0.3
Junior Tafa,c15fa95b9a12fde4,190,93,190,Orthodox,1996-09-21,28,6.0,4.0,0.0,,10,1.0,6-4-0,3.19,51.0,2.49,,0.0,0.0,69.0,0.0
Johnny Walker,c21f26bbde777573,198,93,208,Orthodox,1992-03-30,33,22.0,9.0,0.0,1.0,32,1.0505050505050506,22-9-0 (1 NC),4.06,55.0,3.09,,0.42,60.0,57.0,0.8
Chidi Njokuani,c68c68efaa5ca6ef,190,77,203,Orthodox,1988-12-31,36,25.0,11.0,0.0,1.0,37,1.068421052631579,25-11-0 (1 NC),4.72,62.0,2.64,,0.0,0.0,73.0,0.2
Rafael Fiziev,c814b4c899793af6,173,70,180,Switch,1993-03-05,32,13.0,4.0,0.0,,17,1.0404624277456647,13-4-0,4.77,52.0,4.77,,0.89,72.0,90.0,0.0
Tim Elliott,c96d9178c9ed9e62,170,57,168,Southpaw,1986-12-24,38,22.0,13.0,1.0,,36,0.9882352941176471,22-13-1,3.37,44.0,2.65,,3.71,47.0,59.0,1.1
Eryk Anders,cad24459b28592ca,185,84,190,Southpaw,1987-04-21,38,17.0,9.0,0.0,1.0,27,1.027027027027027,17-9-0 (1 NC),3.51,48.0,4.09,,1.75,24.0,80.0,0.1
Aljamain Sterling,cb696ebfb6598724,170,66,180,Orthodox,1989-07-31,36,25.0,5.0,0.0,,30,1.0588235294117647,25-5-0,4.45,52.0,2.21,,2.45,30.0,44.0,0.6
Gregory Rodrigues,d1c65d2cf2925ddd,190,84,190,Orthodox,1992-02-17,33,17.0,6.0,0.0,,23,1.0,17-6-0,5.54,51.0,5.04,,2.21,38.0,90.0,0.3
Baisangur Susurkaev,d1feea7a4bdcd503,188,84,201,Orthodox,2001-01-08,24,10.0,0.0,0.0,,10,1.0691489361702127,10-0-0,4.56,58.0,2.88,,2.98,28.0,100.0,1.5
Tabatha Ricci,d25240135aee03e5,155,52,155,Orthodox,1995-02-21,30,12.0,3.0,0.0,,15,1.0,12-3-0,4.18,36.0,5.19,,2.69,37.0,78.0,0.1
Austin Hubbard,d2cd7a69cc55e7ed,178,70,180,Orthodox,1991-12-22,33,17.0,10.0,0.0,,27,1.0112359550561798,17-10-0,3.97,42.0,4.1,,1.63,28.0,68.0,0.1
Kai Asakura,d33da8a3d82bdb62,173,57,175,Orthodox,1993-10-31,31,21.0,6.0,0.0,,27,1.0115606936416186,21-6-0,2.27,32.0,3.53,,0.0,0.0,50.0,0.0
Derrick Lewis,d3df1add9d9a7efb,190,118,201,Orthodox,1985-02-07,40,29.0,12.0,0.0,1.0,42,1.0578947368421052,29-12-0 (1 NC),2.51,50.0,2.49,,0.56,26.0,52.0,0.0
Austin Bashi,d3f89fa685bd8420,168,66,178,Orthodox,2001-09-29,23,14.0,1.0,0.0,,15,1.0595238095238095,14-1-0,1.75,47.0,2.34,,7.81,41.0,62.0,1.7
Reinier de Ridder,d549cefc7c54ab78,193,84,198,Southpaw,1990-09-07,35,21.0,2.0,0.0,,23,1.0259067357512954,21-2-0,2.95,52.0,2.44,,2.86,27.0,66.0,0.6
Petr Yan,d661ce4da776fc20,170,61,170,Switch,1993-02-11,32,19.0,5.0,0.0,,24,1.0,19-5-0,5.12,54.0,4.14,,1.58,48.0,85.0,0.1
Kyle Daukaus,d6c0cdd7e467c440,188,84,193,Southpaw,1993-02-27,32,16.0,4.0,0.0,1.0,21,1.0265957446808511,16-4-0 (1 NC),3.25,53.0,2.93,,2.11,25.0,82.0,1.9
Rinya Nakamura,d8c811df0386d5e8,170,61,173,Southpaw,1995-03-23,30,10.0,1.0,0.0,,11,1.0176470588235293,10-1-0,3.27,52.0,1.72,,2.58,81.0,100.0,1.4
Niko Price,d8da10db80131bec,183,77,193,Orthodox,1989-09-29,35,16.0,9.0,0.0,2.0,27,1.0546448087431695,16-9-0 (2 NC),5.13,43.0,5.55,,0.98,28.0,50.0,0.6
Danny Silva,d964a59c48381cb6,180,66,178,Switch,1997-01-30,28,10.0,2.0,0.0,,12,0.9888888888888889,10-2-0,6.67,55.0,7.47,,2.0,33.0,81.0,0.2
Bryce Mitchell,d9c6f19f958643e9,178,61,178,Southpaw,1994-10-04,30,18.0,4.0,0.0,,22,1.0,18-4-0,2.27,59.0,1.6,,3.24,36.0,33.0,1.2
Da'Mon Blackshear,da22387a0407a2dc,178,61,183,Switch,1994-08-12,31,17.0,8.0,1.0,,26,1.0280898876404494,17-8-1,4.33,45.0,4.19,,1.48,33.0,71.0,1.5
Mohammed Usman,da7f113b5ea39c43,188,108,201,Orthodox,1989-04-01,36,12.0,4.0,0.0,,16,1.0691489361702127,12-4-0,3.85,39.0,4.27,,0.56,14.0,66.0,0.0
Eduarda Moura,de594b35c45c2e9a,168,57,170,Orthodox,1994-02-28,31,12.0,1.0,0.0,,13,1.0119047619047619,12-1-0,3.04,37.0,2.47,,3.73,37.0,80.0,0.3
Brian Ortega,def8166ff24bd237,173,66,175,Switch,1991-02-21,34,16.0,5.0,0.0,1.0,22,1.0115606936416186,16-5-0 (1 NC),3.84,37.0,6.38,,0.93,25.0,54.0,0.9
Robert Whittaker,e1147d3d2dabe1ce,183,84,185,Orthodox,1990-12-20,34,27.0,9.0,0.0,,36,1.010928961748634,27-9-0,4.39,43.0,3.36,,0.73,38.0,82.0,0.0
Piera Rodriguez,e375cb5caf4717b6,160,52,160,Orthodox,1992-11-11,32,11.0,2.0,0.0,,13,1.0,11-2-0,3.54,47.0,2.81,,4.53,54.0,73.0,0.0
Ignacio Bahamondes,e4a47b07044ddd72,190,70,190,Orthodox,1997-08-27,28,17.0,6.0,0.0,,23,1.0,17-6-0,6.55,45.0,4.33,,0.0,0.0,75.0,0.4
Islam Dulatov,e803242fb2e41112,190,77,190,Orthodox,1998-08-02,27,12.0,1.0,0.0,,13,1.0,12-1-0,8.78,54.0,4.24,,2.2,100.0,100.0,0.0
Mitch Ramirez,e99eb0ef25885de5,180,70,180,Orthodox,1992-11-03,32,8.0,3.0,0.0,,11,1.0,8-3-0,3.51,44.0,3.98,,0.59,33.0,25.0,0.0
Bogdan Guskov,ef5dcb10d2bd4b0f,190,93,193,Orthodox,1992-09-12,32,18.0,3.0,0.0,,21,1.0157894736842106,18-3-0,4.17,55.0,3.3,,0.0,0.0,57.0,1.1
Tagir Ulanbekov,f00ac08ab056af5d,170,57,178,Southpaw,1991-08-07,34,17.0,2.0,0.0,,19,1.0470588235294118,17-2-0,3.37,49.0,3.36,,2.94,38.0,62.0,1.6
Angela Hill,f0feeb2192937424,160,52,163,Orthodox,1985-01-12,40,18.0,15.0,0.0,,33,1.01875,18-15-0,5.43,50.0,4.92,,0.78,30.0,74.0,0.1
Sergei Pavlovich,f14cf73e51b29254,190,117,213,Southpaw,1992-05-13,33,20.0,3.0,0.0,,23,1.1210526315789473,20-3-0,4.43,44.0,3.62,,0.48,25.0,75.0,0.0
Cody Brundage,f14f644d41ade29f,183,84,183,Orthodox,1994-05-16,31,11.0,7.0,1.0,1.0,20,1.0,11-7-1 (1 NC),2.2,51.0,2.72,,2.05,46.0,68.0,0.6
Carli Judice,f1ab6f37492c630a,170,57,173,Southpaw,1999-03-02,26,5.0,2.0,0.0,,7,1.0176470588235293,5-2-0,10.73,52.0,8.08,,0.7,25.0,77.0,0.0
Nora Cornolle,f2b3f4ef3f780168,170,61,170,Orthodox,1989-12-06,35,9.0,3.0,0.0,,12,1.0,9-3-0,2.75,54.0,1.98,,0.25,11.0,47.0,0.2
Valter Walker,f5779a2303ed76ec,198,120,198,Orthodox,1997-12-14,27,14.0,1.0,0.0,,15,1.0,14-1-0,1.9,49.0,2.89,,5.43,66.0,0.0,2.0
Joselyne Edwards,f9ab66e67240db7b,173,61,178,Orthodox,1995-09-29,29,16.0,6.0,0.0,,22,1.0289017341040463,16-6-0,4.73,53.0,3.28,,1.29,38.0,61.0,0.5
Curtis Blaydes,fa6796c55d6c5440,193,120,203,Orthodox,1991-02-18,34,19.0,5.0,0.0,1.0,25,1.0518134715025906,19-5-0 (1 NC),3.56,50.0,2.0,,5.38,48.0,31.0,0.0
Bogdan Grad,fb37795db81f93f3,173,66,178,Orthodox,1995-09-28,29,15.0,3.0,0.0,,18,1.0289017341040463,15-3-0,4.44,51.0,5.4,,3.31,36.0,75.0,0.0
Mike Davis,fb3e61720be4690c,183,70,183,Orthodox,1992-10-07,32,12.0,3.0,0.0,,15,1.0,12-3-0,4.73,53.0,5.23,,2.4,44.0,60.0,0.8
Waldo Cortes-Acosta,fc08099550072fe4,193,118,198,Orthodox,1991-10-03,33,14.0,2.0,0.0,,16,1.0259067357512954,14-2-0,5.61,48.0,3.51,,0.37,50.0,71.0,0.1
Nicolle Caliari,fc0a4053eb8a3a59,160,57,157,Orthodox,1996-11-04,28,8.0,4.0,0.0,,12,0.98125,8-4-0,3.46,38.0,7.01,,2.88,24.0,0.0,1.0
Chris Duncan,fd406a32a6fb3a29,178,70,180,Orthodox,1993-05-10,32,14.0,2.0,0.0,,16,1.0112359550561798,14-2-0,4.64,44.0,4.53,,3.17,42.0,50.0,0.5
Nazim Sadykhov,ff62013d2fce6d13,178,70,175,Southpaw,1994-05-16,31,11.0,1.0,1.0,,13,0.9831460674157303,11-1-1,5.55,50.0,5.89,,1.29,55.0,75.0,0.3
Jean Matsumoto,ffd3224638c01b57,168,61,173,Orthodox,1999-09-09,25,17.0,1.0,0.0,,18,1.0297619047619047,17-1-0,5.43,41.0,5.43,,2.14,41.0,53.0,0.6
